"169","125 [F.2]","Die menschliche Gemeinschaft",,"0",,"gabrielskript",,"0","0","0","0","0","0","1"
"170","050 [F.3]","Heu einführen",,"0",,"gabrielskript",,"0","0","0","0","0","0","1"
"171","084 [F.1]","084 [F.1]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"172","019 [F.2]","019 [F.2]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"173","130 [F.2]","130 [F.2]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0","1"
"174","051 [F.2]","051 [F.2]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"175","018 [F.2]","018 [F.2]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0","1"
"176","019 [F.3]","019 [F.3]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"177","108 [F.1]","Schiffahrt und Fischerei (nur an Orten, wo ein größerer See oder Fluß)",,"0",,"gabrielskript",,"0","0","0","0","0","0","1"
"178","090 [F.3]","Alpwirtschaft (Falls nicht üblich, nur Butter- und Käsebereitung erfragen!)",,"0",,"gabrielskript",,"0","0","0","0","0","0","1"
"179","091 [F.2]","091 [F.2]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"180","075 [F.1]","075 [F.1]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"181","183 [F.1]","Bekleidung",,"0",,"gabrielskript",,"0","0","0","0","0","0","1"
"182","043 [F.2]","043 [F.2]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"183","042 [F.3]","Dachstuhl",,"0",,"gabrielskript",,"0","0","0","0","0","0","1"
"184","113 [F.1]","113 [F.1]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0","1"
"185","013 [F.1]","013 [F.1]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0","1"
"186","031 [F.3]","Katze",,"0",,"gabrielskript",,"0","0","0","0","0","0","1"
"187","008 [F.1]","008 [F.1]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0","1"
"188","209 [F.2]","209 [F.2]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0","1"
"189","056 [F.3]","056 [F.3]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"190","208 [F.3]","208 [F.3]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"191","086/87 [F.1]","086/87 [F.1]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"192","121 [F.1]","121 [F.1]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"193","210 [F.1]","Zahlen",,"0",,"gabrielskript",,"0","0","0","0","0","0","1"
"194","210 [F.2]","Zahlen",,"0",,"gabrielskript",,"0","0","0","0","0","0","1"
"195","055 [F.1]","055 [F.1]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"196","048 [F.1]","048 [F.1]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"197","154 [F.1]","154 [F.1]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0","1"
