"influences";"influenced"
"Israel the Grammarian";"John Scotus Eriugen"
"Alain de Lill";"John Scotus Eriugen"
"Albert Schweitz";"Wilhelm Windelban"
"Andy Warhol";"Wilhelm von Gloeden"
"Anton Chekhov";"Gleb Uspensky"
"Arthur Schopen";"Baltasar Gracián"
"Beatrix P";"Randolph Cal"
"Benjamin Franklin";"Emer de Vattel"
"Bertrand Russell";"Fereydoon Motam"
"Bruce Sterlin";"Chad Oliv"
"David Fin";"Stan Brak"
"David Letterman";"David Brenn"
"Edmund Burk";"John Selden"
"Edmund Husserl";"Wilhelm Windelban"
"Edward Gibbon";"Jean-Pierre de Crousaz"
"Fernando P";"Camilo Pessan"
"Francis Crick";"Seymour Benz"
"Friedrich Nietz";"Johann Joachim Winckelmann"
"Friedrich Nietz";"Baltasar Gracián"
"Gary Sny";"Robinson Jeff"
"Georg Wilhelm Friedrich Hegel";"John Scotus Eriugen"
"Georg Wilhelm Friedrich Hegel";"Friedrich Heinrich J"
"George Washington";"Emer de Vattel"
"Gilles Deleuz";"Jean Wahl"
"Gilles Deleuz";"Gilbert Simondon"
"Giordano Brun";"Nicholas of C"
"Gottfried Wilhelm Leibniz";"Francisco Suárez"
"Gotthold Ephraim Lessin";"Johann Joachim Winckelmann"
"Herbert A. Simon";"Richard T. Ely"
"Herman Melvill";"Owen C"
"Hermann H";"Noval"
"Hildegard of Bingen";"John Scotus Eriugen"
"H";"Philodem"
"Jacopo Amigon";"Antonio Bell"
"James Joy";"Robert Burn"
"James W";"Joseph Black"
"Jay Len";"David Brenn"
"Jean-Paul S";"Jean Wahl"
"Johann Gottlieb F";"Friedrich Heinrich J"
"John Dewey";"Thomas Hill Green"
"John Lock";"John Selden"
"John Steinbeck";"Robert Burn"
"John Stuart Mill";"Josiah Warren"
"Joseph Schum";"Johann Heinrich von Thünen"
"Joseph Schum";"Eugen Böhm von Bawerk"
"Joseph Schum";"Friedrich von W"
"Joseph Schum";"Gustav von Schmoll"
"Joshua Reynol";"Bartholomeus van der Hel"
"Karl Marx";"Joseph Dietzgen"
"Kurt Schw";"Johann Dieter Wassmann"
"Louis P";"Agostino B"
"Louisa May Al";"Friedrich de la Motte Fouqué"
"Margaret M";"Melville J. Herskov"
"Max W";"Wilhelm Windelban"
"Michael Halliday";"Wang Li (linguist)"
"Michelangel";"Melozzo da Forlì"
"Milton Friedman";"Henry Hazl"
"Murray R";"Henry Hazl"
"Murray R";"Frank F"
"Noam Chomsky";"Nelson Goodman"
"Oswald Spengl";"Johann Joachim Winckelmann"
"Paul Cézann";"Gustave C"
"Richard Feynman";"Hagen Klein"
"Richard Feynman";"Seymour Benz"
"Richard Nixon";"Andrew Marshall (foreign policy strategist)"
"Ruth Ben";"Melville J. Herskov"
"Sigmund F";"Sabina Spielrein"
"Sigmund F";"Ernst Wilhelm von Brück"
"Stephen Kin";"M. P. Shiel"
"Steven S";"William Brinkley"
"Søren Kierk";"Friedrich Heinrich J"
"Anne Frank";"Cissy van Marxvel"
"Arthur Conan Doyl";"Fortuné du Boisgobey"
"Brian Davies (philosopher)";"Herbert McC"
"Brian Michael Ben";"Richard Price (writer)"
"Carl Schm";"Leo S"
"Carl Schm";"Georges Sorel"
"Carl Schm";"Louis Gabriel Ambroise de Bonal"
"Dosso D";"Lorenzo C"
"Friedrich Wilhelm Joseph Schellin";"Friedrich Heinrich J"
"Gus Van San";"Stan Brak"
"J. D. Salin";"Robert Burn"
"Johann Wolfgang von G";"Johann Joachim Winckelmann"
"John Greenleaf W";"Robert Burn"
"Joseph de M";"Louis Gabriel Ambroise de Bonal"
"Mircea Cărtă";"Mateiu Caragial"
"Mircea El";"Giovanni Papin"
"Mircea Nedel";"Mateiu Caragial"
"Paul Celan";"Yvan Goll"
"Robert Jerv";"Kenneth Waltz"
"Serge L";"Nicholas Georgescu-Roegen"
"Sydney Brenn";"Seymour Benz"
"Thorstein Veblen";"Gustav von Schmoll"
"Willebrord Snell";"Edward Wright (mathematician)"
"William Galston";"Leo S"
"Hyman Minsky";"Michał Kaleck"
"Alfred Stieglitz";"Charles Sheel"
"Charles Tomlinson";"Margo Glantz"
"Christopher Klim";"Robert Gov"
"George Reisman";"Henry Hazl"
"Orhan Pamuk";"Oğuz Atay"
"Ludwig Thom";"Ludwig Ganghof"
"Toh Hsien Min";"Arthur Y"
"Toyoko Tokiw";"Ken Domon"
"Warder Clyde All";"Victor Ernest Shelf"
"Branislav Nušić";"Jovan Sterija Popović"
"Vinko Ošlak";"Alojz Rebul"
"Aleš Debeljak";"Srečko Kosovel"
"Boris P";"Srečko Kosovel"
"Boris P";"France Bevk"
"Kurt Lewin";"Jacob L. Moren"
"Miško Kranj";"Prežihov Voran"
"Nikolai Sapunov";"Valentin Serov"
"Paul Sweezy";"Michał Kaleck"
"Sam Vandervel";"Richard Rusczyk"
"Lewis Spen";"Augustus Le Plongeon"
"Stefan G";"Johann Joachim Winckelmann"
"Al Williamson";"Joseph Clement Coll"
"André M";"Émile C"
"Bolesław Leśmian";"Antoni Lan"
"Charles Sutherland Elton";"Victor Ernest Shelf"
"Ed Ben";"Oswald Bruce C"
"Ferdinand-Jean D";"Louis-Antoine Ranv"
"Herman Daly";"Nicholas Georgescu-Roegen"
"Hermesianax";"Philitas of C"
"John Eatwell, Baron Eatwell";"Michał Kaleck"
"Kyle C";"Stan Brak"
"Merritt Ruhlen";"Sergei Starostin"
"Nicolae Tonitz";"Käthe Kollwitz"
"Norman O. Brown";"Géza Róheim"
"Seraphim R";"Josef P"
"Walter Wink";"William Stringfellow"
"Chris Harman";"Henryk Grossman"
"Giovanni Girolamo S";"Tommaso Cev"
"Ludwig Woltmann";"Georges Vacher de L"
"Carl J";"Johann Joachim Winckelmann"
"Franz Wickhoff";"Johann Joachim Winckelmann"
"Albert Hofmann";"Ernst von B"
"Eduard Zehn";"Jürgen M"
"Derek Cianfran";"Stan Brak"
"Miguel Aben";"Pierre Cl"
"Paul C. Yan";"Jürgen M"
"Marc Lav";"Michał Kaleck"
"Louis Dim";"Pierre Guillaume Frédéric le Play"
"Frederic S. L";"Alfred Eichn"
"Stanley Cavell";"Nelson Goodman"
"Stanley Cavell";"J. L. Austin"
"Ambrogio Lorenz";"D"
"André Gorz";"Ivan Ill"
"Benito Mussolin";"Georges Sorel"
"Bruno L";"Algirdas Julien Greim"
"Carla Harryman";"Leslie Scalapin"
"Denis Fahey";"Edward Cahill"
"Douglas Kelln";"Karl K"
"Jeremy Rifkin";"Nicholas Georgescu-Roegen"
"Meyer F";"Charles Gabriel Seligman"
"Pietro Lorenz";"D"
"Richard Evans Schul";"Ernst von B"
"Jasmine (Taiwanese singer)";"Chang Yu-shen"
"Christian Bauman";"Robert Stone (novelist)"
"Muhammad Hussain Najaf";"Muhsin al-Hakim"
"Russell P";"W. Cleon Skousen"
"Susanna Tam";"Srečko Kosovel"
"Turan Dursun";"Al-Maʿ"
"Mark Miodownik";"Peter H"
"Yang Pei-An";"Chang Yu-shen"
"Muhammad Ali Jinn";"Muhammad Iqbal"
"Nicholas Whitman";"Aaron Siskin"
"Robert Wringham";"Tom Hodgkinson"
"Arkhip Kuindz";"Alexei Savrasov"
"Guram Dochanashvil";"Grigol Robakidz"
"Larry Riv";"Hans Hofmann"
"Llewellyn Thom";"Wallace John Eck"
"Mauro Bon";"Nicholas Georgescu-Roegen"
"Orley Ashenfel";"Stephen Goldfel"
"Robert Keohan";"Kenneth Waltz"
"Robert A";"W. D. R"
"Elsie Clews Parson";"Melville J. Herskov"
"Edvard Kocbek";"Srečko Kosovel"
"Horia Gâ";"Mateiu Caragial"
"Paul Masson-Oursel";"Lucien Lévy-Bruhl"
"Carla Morrow";"Stephanie Pui-Mun Law"
"Mira Gonzalez";"Tao Lin"
"Patricia K";"Philip K"
"Amadeo B";"Antonio Labriol"
"Charles Taylor (philosopher)";"Daniel Bell"
"Clement Green";"Hans Hofmann"
"F. H. Bradley";"Thomas Hill Green"
"Hans-Hermann H";"Karl-Otto Apel"
"Heinrich Hein";"Johann Joachim Winckelmann"
"Heinrich Hein";"Noval"
"James Abbott McNeill Whistl";"Gustave C"
"John Cooper Clark";"Roger McG"
"Karl J";"Nicholas of C"
"Leonard Cohen";"Göran Tunström"
"Lyn Hejinian";"Leslie Scalapin"
"M.T. Hla (U Tun Hla)";"Robert Talbot Kelly"
"Maxim Gorky";"Gleb Uspensky"
"Pat Buchanan";"Russell Kirk"
"Scipio Sl";"Giovanni Papin"
"William Blackston";"John Selden"
"Allan Bloom";"Leo S"
"Ansel Adam";"Edward Weston"
"Carl Larsson";"Fanny B"
"Cicely Mary Bark";"Randolph Cal"
"Crates of T";"Stil"
"George Gamow";"Hagen Klein"
"Harry Mul";"Nicholas of C"
"Hilary Putnam";"Nelson Goodman"
"Howard Wal";"Chad Oliv"
"Hugo G";"Francisco Suárez"
"Hugo von Hofmannsthal";"Ludwig Ganghof"
"John Kenneth Gal";"Michał Kaleck"
"Luis Cern";"Gustavo Adolfo Bécq"
"Mira N";"Ritwik Ghatak"
"Osip Mandelstam";"Arkady Gornfel"
"Paul Feyeraben";"Alexandre Koyré"
"Philippe Pétain";"Charles M"
"William Jam";"F. C. S. Schill"
"Christopher Phill";"Justus Buchl"
"Michael Shane Neal";"Everett Kinstl"
"Stacey R";"Mary Gaitskill"
"Edward Abbey";"Robinson Jeff"
"Lon";"Philitas of C"
"Abdul Aziz al-Hakim";"Muhsin al-Hakim"
"Antoni Słonimsk";"Antoni Lan"
"Eugène A";"Johann Dieter Wassmann"
"Giovanni C";"Charles Coleman (English painter)"
"Leopold Staff";"Antoni Lan"
"Sidney Morgen";"Nelson Goodman"
"Tina M";"Edward Weston"
"Ilan Stavan";"Margo Glantz"
"Otto Ammon";"Georges Vacher de L"
"Panagiotis Kanellopoul";"Adamantios K"
"Richard M. Goodwin";"Michał Kaleck"
"Bekhud Badayun";"Daagh Dehlv"
"Iztok Osojnik";"Srečko Kosovel"
"Gregor Strniš";"Dane Zaj"
"Isabel McLaughlin";"Arthur Dov"
"Mieczysław Smolarsk";"Antoni Lan"
"Mile Klopčič";"Prežihov Voran"
"Rafi Muhammad Chaudhry";"Anwar Ali (physicist)"
"Unity Bain";"Mildred Valley Thornton"
"Veno Tauf";"Dane Zaj"
"Svetlana Makarovič";"Dane Zaj"
"Eduardo Torroja Caball";"Karl Georg Christian von S"
"Jason Brennan";"David Schmidtz"
"Alexander Hamilton";"Emer de Vattel"
"Attila the Stockbrok";"Roger McG"
"Bob Dylan";"Robert Burn"
"Carl Jun";"Sabina Spielrein"
"Charles Bukowsk";"Robinson Jeff"
"Charles de Gaull";"Charles M"
"Claude Bern";"François Magen"
"Emmanuel Levin";"Jean Wahl"
"Emmanuel Levin";"Lucien Lévy-Bruhl"
"Ferdinand Bol";"Bartholomeus van der Hel"
"Giambattista V";"John Selden"
"Honorius Augustodunen";"John Scotus Eriugen"
"Ivan Pavlov";"Karl V"
"Matej B";"Srečko Kosovel"
"Mikhail Bakunin";"Louis Blan"
"Nikos Kazantzak";"Grigol Robakidz"
"Pavel Kuznetsov";"Valentin Serov"
"Percy Bysshe Shelley";"Robert Burn"
"Peter Kropotkin";"Louis Blan"
"Raphael";"Melozzo da Forlì"
"Samuel Taylor Col";"Robert Burn"
"T. S. El";"Harold Joachim"
"Woodrow Wilson";"Richard T. Ely"
"Zeno of Citium";"Stil"
"Hoshina Masayuk";"Yamazaki An"
"Rolandas Pavilion";"Algirdas Julien Greim"
"Tadanori Yok";"Seymour Chw"
"Benjamin Tuck";"Josiah Warren"
"Peter Damian";"John Scotus Eriugen"
"Arthur C. Brook";"James Q. Wilson"
"Cheng H";"Zhou Duny"
"Fateh Muhammad Malik";"Muhammad Iqbal"
"Athanasios Asimakopul";"Michał Kaleck"
"Athanasios Asimakopul";"Roy H"
"Walter Bern";"Leo S"
"Kazimierz Łask";"Michał Kaleck"
"Alex R";"J. C. Leyendeck"
"Banksy";"Käthe Kollwitz"
"Benjamin Zephan";"Roger McG"
"Bette Midl";"Belle B"
"Bruce Chatwin";"Robert Byron"
"Bruce Weber (photographer)";"Wilhelm von Gloeden"
"Glenn Beck";"W. Cleon Skousen"
"Helena Blavatsky";"Augustus Le Plongeon"
"James Ellroy";"Peter Morgan"
"John Searl";"J. L. Austin"
"Judea Pearl";"Trygve Haavelm"
"Richard Lewis (comedian)";"David Brenn"
"Simon Arm";"Weldon K"
"Thomas Sowell";"Henry Hazl"
"Fareed Zak";"Kenneth Waltz"
"Ian Hornak";"Martin Johnson H"
"John Hegley";"Roger McG"
"Roger Scruton";"Russell Kirk"
"Thomas Bern";"Noval"
"Dale T. Mortensen";"Michael C. Lovell"
"David Laibman";"Maurice D"
"Harry V. Jaff";"Leo S"
"Howard Chaykin";"J. C. Leyendeck"
"Isaac Levitan";"Alexei Savrasov"
"John Derby";"Russell Kirk"
"Larry the Cable Guy";"Charlie Call"
"MC L";"John S. Hall"
"R. Scott Bakk";"Steven Erikson"
"Ricardo R";"Mark Watson (economist)"
"Richard Ebelin";"Frank F"
"Roberto Mangabeira Un";"Nicholas of C"
"Judith Butl";"J. L. Austin"
"Fritz Perl";"Jacob L. Moren"
"George MacDonal";"Friedrich de la Motte Fouqué"
"George MacDonal";"Noval"
"Henry Cabot L";"Henry Adam"
"Matthew Hale (jurist)";"Francisco Suárez"
"T";"Philitas of C"
"Al-Birun";"Al-Sijz"
"Barry Domvil";"Léon de Poncin"
"Benjamin R";"Joseph Black"
"Clarence Kin";"Henry Adam"
"Helen Frankenthal";"Hans Hofmann"
"John Cl";"Robert Burn"
"Lawrence Klein";"Michał Kaleck"
"Peter Druck";"Russell L. Ackoff"
"Zhu X";"Cheng Yi (philosopher)"
"Zhu X";"Zhou Duny"
"William F. Buckley J";"Russell Kirk"
"Abdus Salam";"Fayyazuddin"
"Abdus Salam";"Noor Muhamm"
"Abdus Salam";"Benjamin W. L"
"Antonie Pannekoek";"Joseph Dietzgen"
"Carlos Fuen";"Margo Glantz"
"Fergus Hum";"Fortuné du Boisgobey"
"Johann Gottfried H";"Johann Joachim Winckelmann"
"Raymond Aron";"Émile C"
"Robert Mappl";"Wilhelm von Gloeden"
"Steve F";"Henry Hazl"
"C. Kenneth W";"Philip K"
"Johannes Holt-Iversen";"Asger Jorn"
"Zahra Noorbak";"W. Kamau Bell"
"Aleksandr Formozov";"Grigorii Kozhevnikov"
"Denis Johnson";"Robert Stone (novelist)"
"Eric de Kuy";"Algirdas Julien Greim"
"Galway Kinnell";"Yvan Goll"
"Joaquín Albarrán";"Louis-Antoine Ranv"
"Jon Folkman";"Lloyd Shapley"
"Kosta Trifković";"Jovan Sterija Popović"
"Lance Taylor (economist)";"Michał Kaleck"
"Lojze Kovačič";"Prežihov Voran"
"Robin Hahnel";"Michał Kaleck"
"William Heick";"C. Cameron Macauley"
"Abel J. Jon";"Rudolf Christoph Eucken"
"Edward Abramowsk";"Augustyn Wróblewsk"
"G. S. Maddal";"Zvi Gril"
"Ghal";"Baksh Nasik"
"Juan Donoso Corté";"Louis Gabriel Ambroise de Bonal"
"Konstantin Yuon";"Valentin Serov"
"Rachel Bluwstein";"A. D. Gordon"
"Thomas Pangl";"Leo S"
"Jigar M";"Daagh Dehlv"
"John D";"William Stringfellow"
"Carlo Pen";"Evandro Agazz"
"Everett Reim";"Ivan Ill"
"Ivan Kukuljević Sakcinsk";"Andrija Kačić Miošić"
"Jean Tirol";"Jean-Jacques Laffon"
"Leslie Green (philosopher)";"Joseph Raz"
"Louisa Matthíasdó";"Albert Marq"
"Norma Col";"Leslie Scalapin"
"Peter Boettk";"Don Lav"
"Peter Sarnak";"Jürgen M"
"Robert Gilpin";"Kenneth Waltz"
"Stanley C";"Helene D"
"Walter Mischel";"Julian R"
"Seth Ben";"Leo S"
"Thomas P. Grazul";"David M. Ludlum"
"David Bierk";"Martin Johnson H"
"Gabriel Kolk";"Arno J. May"
"Guillermo Sheridan";"Margo Glantz"
"H. Allen O";"Jerry Coyn"
"Harry Gordon Johnson";"Maurice D"
"Ion Sân-G";"Panait Cern"
"Jonathan Nitzan";"Michał Kaleck"
"Robert S. Corrington";"Justus Buchl"
"Shimshon Bichl";"Michał Kaleck"
"Stephen David R";"Justus Buchl"
"Ti W";"Stan Brak"
"Gourish Kaikin";"Yashwant Vithoba Chittal"
"Wenceslau de M";"Camilo Pessan"
"Dirk de Vrij";"Wouter Crabeth II"
"Igor Škamperl";"Alojz Rebul"
"Constantin Arnol";"Grigorii Kozhevnikov"
"Keith Godwin";"Frank Dobson (sculptor)"
"Karl Leonhard Reinhol";"Salomon Maimon"
"Cutler J. Clevelan";"Nicholas Georgescu-Roegen"
"Donato Braman";"Melozzo da Forlì"
"Gaston Leroux";"Fortuné du Boisgobey"
"Heinrich Rick";"Wilhelm Windelban"
"Ilya Repin";"Gustave C"
"Ilya Repin";"Vasily Perov"
"John Gardner (legal philosopher)";"Joseph Raz"
"Juan Ramón Jiménez";"Gustavo Adolfo Bécq"
"Konstantin Korovin";"Alexei Savrasov"
"Ludwig von M";"Eugen Böhm von Bawerk"
"Ludwig von M";"Friedrich von W"
"Ludwig von M";"Frank F"
"Paul R";"David Brenn"
"Robert Novak";"Russell Kirk"
"William Everson";"Robinson Jeff"
"William Kaye E";"Edwin Ray G"
"Wolfgang I";"Roman Ingarden"
"Duncan K. Foley";"Maurice D"
"Frank N. Wilcox";"Frederick Gottwal"
"Henry Kell";"Frederick Gottwal"
"Javier Sologuren";"Carlos Oquendo de Am"
"Ain Gordon";"David Gordon (choreographer)"
"Mani Kaul";"Ritwik Ghatak"
"Arthur Dan";"Nelson Goodman"
"August Kun";"Knut Ångström"
"Donald J";"Weldon K"
"Edward C. P";"Michael C. Lovell"
"Ernst Troel";"Wilhelm Windelban"
"Eugen Dührin";"Georges Vacher de L"
"John Mearsheim";"Kenneth Waltz"
"Katherine Dunham";"Melville J. Herskov"
"Marion Crawf";"Dorothy Black (novelist)"
"Seymour Benz";"Yadin D"
"Stefan Grabińsk";"Antoni Lan"
"Terence T";"Jean Bourgain"
"Edmond Demolin";"Pierre Guillaume Frédéric le Play"
"France Bevk";"Prežihov Voran"
"Htein Lin";"Sitt Nyein Ay"
"Roger J-B W";"R. Tyrrell Rockafell"
"Stephen Goldfel";"Albert An"
"Zachary German";"Tao Lin"
"Joan Martinez Al";"Nicholas Georgescu-Roegen"
"Surender Mohan Pathak";"James Hadley C"
"William Lev";"Francis A. Sullivan  Francis A. Sullivan  1"
"Andrew Krepinev";"Andrew Marshall (foreign policy strategist)"
"Derek A";"J. M. R. Parron"
"Giannina B";"Gustavo Adolfo Bécq"
"Hasan Ali Toptaş";"Oğuz Atay"
"Robert Genn";"Lawren H"
"Zoketsu Norman F";"Leslie Scalapin"
"Alfred Thayer Mahan";"Henry Adam"
"Charles M";"Louis Gabriel Ambroise de Bonal"
"Charles M";"Pierre Guillaume Frédéric le Play"
"Ho Fuk Yan";"Xi X"
"Isaac Todhun";"William Whewell"
"Paul Samuelson";"Henry Hazl"
"Ralph Adams Cram";"Henry Adam"
"Simone Martin";"D"
"Antonio Bal";"Antonio Bell"
"Benedetto C";"Antonio Labriol"
"Bernard Stiegl";"Gilbert Simondon"
"Cheng Yi (philosopher)";"Zhou Duny"
"Daniel Ross (philosopher)";"Bernard Stiegl"
"E. E. Evans-P";"Charles Gabriel Seligman"
"Ernest Fortin";"Leo S"
"Galina Yershov";"Yuri Knorozov"
"Giuseppe T";"Pino R"
"Henry Maudsley";"Bénédict Morel"
"Herb G";"Wallace John Eck"
"Jovan Sterija Popović";"Andrija Kačić Miošić"
"Mark Lill";"Leo S"
"Nicholas of C";"John Scotus Eriugen"
"Richard Kahn, Baron Kahn";"Michał Kaleck"
"William Dalrymple (historian)";"Robert Byron"
"Henryk Grossman";"Eugen Böhm von Bawerk"
"Alojz Rebul";"Srečko Kosovel"
"Arnold Houbraken";"Cornelis de B"
"Elie Rajaonarison";"Dox (poet)"
"Gene Callahan (economist)";"Henry Hazl"
"Gil Vicen";"Juan del Encin"
"Julian P";"Richard Doll"
"Mark Watson (economist)";"Robert F. Engl"
"Mina Loy";"Giovanni Papin"
"Paul Bracken";"Andrew Marshall (foreign policy strategist)"
"Paul G";"Mateiu Caragial"
"Phoebus Leven";"Alexander Dianin"
"Richard P";"Richard Doll"
"Luís de Sttau Mon";"Gil Vicen"
"Alan G";"Steven Wein"
"Anténor Firmin";"Melville J. Herskov"
"Bill Mitchell (economist)";"Michał Kaleck"
"Dane Zaj";"Srečko Kosovel"
"Gabriel Laderman";"Albert Marq"
"Israel Scheffl";"Nelson Goodman"
"Lee Felsenstein";"Ivan Ill"
"Mark Steedman";"Zeno Vendl"
"Mitsuru A";"Shinji Nagashim"
"Paul Mattick";"Henryk Grossman"
"Piotr Michałowsk";"Franciszek Ksawery Lam"
"Semir Zek";"John Zachary Youn"
"Alfred Eichn";"Michał Kaleck"
"Carl Zuckmay";"Alexander Lernet-Holen"
"Colin McCahon";"Charles Cotton (geologist)"
"Debabrata B";"Oscar Kempthorn"
"Joseph Déjacq";"Louis Blan"
"Mel Bradf";"Russell Kirk"
"Stefano Delle C";"Pino R"
"Corrado S";"Karl Georg Christian von S"
"Cyril Won";"Arthur Y"
"Hastings Rashdall";"Thomas Hill Green"
"John Bengtson";"Sergei Starostin"
"Kevin Carson";"Ivan Ill"
"Larry Lev";"Weldon K"
"Mario P";"Karl Georg Christian von S"
"Nancy F";"Axel Honn"
"Wolf Kahn";"Hans Hofmann"
"Tomaž Šalamun";"Srečko Kosovel"
"Tomaž Šalamun";"Dane Zaj"
"Yanis Varoufak";"Maurice D"
"Yanis Varoufak";"Michał Kaleck"
"Armin Falk";"Ernst F"
"Max Serin";"Gustav von Schmoll"
"Vittorio Hösl";"Karl-Otto Apel"
"Andrzej Szczeklik";"Ryszard Gryglewsk"
"Jordi Galí";"Mark Gertler (economist)"
"Kendall Walton";"Nelson Goodman"
"Kendall Walton";"Nicholas Wolterstorff"
"Pierre Manen";"Leo S"
"Ciril Kosmač";"France Bevk"
"Ciril Kosmač";"Prežihov Voran"
"Nicarete of M";"Stil"
"Ivan Potrč";"Prežihov Voran"
"Letícia Wierzchowsk";"Erico Verissim"
"Olha Kobyliansk";"Lesya Ukraink"
"Omar Aramay";"Carlos Oquendo de Am"
"Rastko Močnik";"Algirdas Julien Greim"
"Taras Kermaun";"Srečko Kosovel"
"Aert van W";"Wouter Crabeth II"
"Frank Lebby Stanton";"Robert Burn"
"Juan Bautista Am";"Florentino Ameghin"
"Hélène Metz";"Lucien Lévy-Bruhl"
"Leslie R. Lemon";"Keith Brownin"
"Richard Rorty";"Leo S"
"Steven Horwitz";"Don Lav"
"Jesús Huerta de S";"Israel Kirzn"
"Peter Berkowitz";"Leo S"
"Alain de Botton";"Émile C"
"Antonio M";"Gustavo Adolfo Bécq"
"Asclepiades of Phl";"Stil"
"Bronisław Malinowsk";"Charles Gabriel Seligman"
"Cecil Beaton";"Wilhelm von Gloeden"
"Eliot Wein";"Margo Glantz"
"F. Scott Fitzgeral";"Shane Lesl"
"Gerard 't Hoof";"Benjamin W. L"
"Guo X";"Li Cheng (painter)"
"James Churchw";"Augustus Le Plongeon"
"Jerry F";"Nelson Goodman"
"John R. Common";"Richard T. Ely"
"Joseph Cornell";"Johann Dieter Wassmann"
"Julius Evol";"Léon de Poncin"
"Julius Evol";"Louis Gabriel Ambroise de Bonal"
"Konstantine Gamsak";"Grigol Robakidz"
"Lee Krasn";"Hans Hofmann"
"Louis Hjelmslev";"Lucien Lévy-Bruhl"
"Adoor Gopalakrishnan";"Ritwik Ghatak"
"Martin B";"Jacob L. Moren"
"Emmon B";"Zeno Vendl"
"Peter Schiff";"Henry Hazl"
"Robert Costanz";"Nicholas Georgescu-Roegen"
"Lewis Shin";"Chad Oliv"
"Sherwin Rosen";"H. Gregg Lew"
"Stanley Rosen";"Leo S"
"Pacho O'Donnell";"José María R"
"Thierry Jonq";"Sébastien J"
"Wu Min";"Luigi Mal"
"Nathan Schn";"William Stringfellow"
"James V. Schall";"Josef P"
"Laura Moriarty (poet and novelist)";"Leslie Scalapin"
"Padmavathy Bandopadhyay";"W. Selvamurthy"
"Richard McBrien";"Francis A. Sullivan  Francis A. Sullivan  1"
"Hart Cran";"James Macpherson"
"Terry Eagleton";"Herbert McC"
"Ismat C";"Rashid Jahan"
"Jan Ariens Duif";"Wouter Crabeth II"
"Ludwig F";"Friedrich Heinrich J"
"Evelyn Underhill";"Rudolf Christoph Eucken"
"Ketan M";"Ritwik Ghatak"
"Werner Som";"Gustav von Schmoll"
"Abram Shulsky";"Leo S"
"Débora Aran";"Eladio Vélez"
"Steven B. Smith (professor)";"Leo S"
"Anton Ingolič";"Prežihov Voran"
"Jacob M. Appel";"Mary Gaitskill"
"Franco F";"Pino R"
"Grete Stern";"Edward Weston"
"Alicia Erian";"Mary Gaitskill"
"Walter E. William";"Henry Hazl"
"Clark Warburton";"Wesley Clair Mitchell"
"Kumar Shahan";"Ritwik Ghatak"
"Marjan Rožan";"France Bevk"
"Rudi Šel";"Dane Zaj"
"Andrew A";"Ágnes Hell"
"Sun-Yung Alice Chan";"Jürgen M"
"Søren Johansen";"Trygve Haavelm"
"Mohamed N";"Jerry Coyn"
"Tadeusz Kowalik";"Michał Kaleck"
"Peter Godfrey-Sm";"Philip K"
"Sakhawat Naz";"Amanullah Khan (comedian)"
"Agostino Collaceron";"Andrea Pozz"
"Richard Gaillardetz";"Francis A. Sullivan  Francis A. Sullivan  1"
"Richard Norw";"Edward Wright (mathematician)"
"Sandu T";"Mateiu Caragial"
"Howard Milton";"Seymour Chw"
"W. R. Boyce Gibson";"Rudolf Christoph Eucken"
"Maung Maung Gyi (painter)";"Robert Talbot Kelly"
"Peter Forrest (philosopher)";"David Stov"
"Bruce Nauman";"H. C. Westermann"
"Cyprian";"Euhem"
"David Foster Wall";"Robert Coov"
"Ezra Poun";"Yone N"
"Friedrich Engel";"Ludwig F"
"Ian Flemin";"F. Van Wyck Mason"
"Jacques D";"Paul Ricœ"
"Jerzy Grotowsk";"Pedro Calderón de la B"
"Joseph Bank";"Israel Lyon"
"José Zorrill";"Pedro Calderón de la B"
"Marcel Ducham";"Joseph Cornell"
"Martin H";"Duns S"
"Nikolai Trubetzkoy";"August Leskien"
"Stephen Cran";"Ambrose B"
"Stephen Smal";"Gérard D"
"Sultan Bashiruddin Mahm";"Israr Ahm"
"Tennessee William";"Hart Cran"
"Thomas Mann";"Mario Szenessy"
"Thomas R";"Thomas Aquinas  Thomas Aquinas  1"
"Ursula K. Le Guin";"Karlheinz Steinmüll"
"Walker Percy";"Thomas Aquinas  Thomas Aquinas  1"
"Willard Van Orman Quin";"Clarence Irving Lew"
"William Blak";"Jakob Böhm"
"William Gibson";"Joseph Cornell"
"William Goldman";"Ross Macdonal"
"Witold Gombrowicz";"Bruno Schulz"
"Zbigniew Brzezinsk";"Halford Mackin"
"Alok Bhargav";"Tjalling Koopman"
"Anthony Croslan";"Evan Durbin"
"Dave E";"Robert Coov"
"David Frankel";"Ron Vanderwal"
"Edwin E. W";"John R. Common"
"Jaime Eyz";"Fernando Viv"
"John Berryman";"Hart Cran"
"Romain Rollan";"Seiichi N"
"Wilfrid Sell";"Gilbert Ryl"
"Juliusz Słowack";"Antoni Malczewsk"
"Carson McCull";"Dorothy S"
"Dušan Jovanović (theatre director)";"Jože Javoršek"
"Dušan Jovanović (theatre director)";"Rudi Šel"
"George Ciprian";"Urmuz"
"Greg Bahnsen";"Cornelius Van Til"
"Ion Călugă";"Urmuz"
"Miran J";"Dragotin K"
"Thomas McGuan";"Thomas Savage (novelist)"
"Arn";"Euhem"
"Ernesto Lacl";"Eric Hobsbawm"
"Ernesto Lacl";"Jacques Ranciè"
