"influences";"influenced"
"James Wilford Garn";"William Archibald Dunnin"
"Joan B";"João Cabral de Melo N"
"Enzo Bettiz";"Scipio Sl"
"Jean Tirol";"William Baumol"
"John D. Graham";"Wilhelmina Weber Furlon"
"Kimon Nicolaï";"Wilhelmina Weber Furlon"
"Rudolf K";"Jakob E"
"Ton Satom";"Kyōka Izum"
"Albert Kapikian";"June Alm"
"Arnaud Desplechin";"Stanley Cavell"
"Harvey Littleton";"Maija Grotell"
"Léon Abel Provan";"William Couper (naturalist)"
"Peng Liyuan";"Jin Tielin"
"Vicki Hearn";"Stanley Cavell"
"Jeong Hyeong-don";"Jeong Jun-"
"Blair Hughes-Stanton";"Leon Underw"
"Marcello Dudov";"Adolfo Hohenstein"
"Reza Negarestan";"Gilles Châtel"
"Igor Škamperl";"Scipio Sl"
"Frank Uhlmann";"Jerard Hurwitz"
"Nikhil Mohan Pattnaik";"Gokulananda M"
"William Healey Dall";"Augustus Addison Goul"
"William Healey Dall";"Jean-Baptiste Lamarck"
"Émile Borel";"Jules Tannery"
"Albrecht Ritschl";"Johann Eduard Erdmann"
"Christian Jakob K";"Johann Georg Hamann"
"Eli Noam";"Harvey J. Levin"
"J. G. A. Pocock";"Michael Oak"
"Jesse S";"Steven Lev"
"John Corcoran (logician)";"Alfred Tarsk"
"John Holloway (sociologist)";"Étienne de La Boé"
"Leon Kossoff";"David Bom"
"Max Weber (artist)";"Wilhelmina Weber Furlon"
"Rudolf Rock";"Étienne de La Boé"
"Soupy Sal";"Harold Ritz"
"Wynne Godley";"Marc Lav"
"David Seabury";"Joseph Butler  Western Philosophy  1"
"Yu Deuk-gon";"Hong Dae-yon"
"Albert Gleiz";"Alexandre M"
"Anton Wilhelm Am";"Christian Wolff (philosopher)"
"Bernard Lonergan";"John Henry Newman  Western philosophy  1"
"Hayden W";"Michael Oak"
"Otto F. Kern";"Melanie Klein"
"Steve Pun";"Rowan Atkinson"
"France Bevk";"Oton Župančič"
"Gerd B. Achen";"Odo Marq"
"Jay Can";"Stanley Cavell"
"Sarada K. Sarm";"Nicholas Ambrasey"
"Christine Coe Winterbourn";"Robin Wayne Carrell"
"Cliff Holden";"David Bom"
"Oksana Zabuzhk";"George Shevelov"
"Qalandar Baba Auliy";"Tajuddin Muhammad Badruddin"
"Terry Dowlin";"Jack Vance  1"
"Pierre Leroux";"Claude Henri de Rouvroy, comte de Saint-Simon"
"Antonin A";"Marquis de S"
"Friedrich Heinrich J";"Johann Georg Hamann"
"Gardner Doz";"Jack Vance  1"
"Herman Dooyew";"Othmar Spann"
"Johann Christoph G";"Christian Wolff (philosopher)"
"Oliver E. Williamson";"Richard Cy"
"Paul Samuelson";"William Phillips (economist)"
"Sid C";"Harold Ritz"
"Henry M";"Leon Underw"
"John L";"Walt Stanchfiel"
"Muhammad al-Buk";"Yahya ibn Ma'in"
"Nicholas of C";"Albertus Magnus  Albertus Magnus  1"
"Nicholas of C";"Bonaventure  Bonaventure  1"
"Nikola Pašić";"Svetozar Marković"
"Norbert Bolz";"Jacob T"
"Peter Leeson";"Bruce L. Benson"
"Rik Mayall";"Rowan Atkinson"
"Sri Ponn";"A"
"Alojz Rebul";"Oton Župančič"
"Andrzej Wróblewsk";"Krystyna Wróblewsk"
"Christl Donnelly";"Tamara Awerbuch-Friedlan"
"Ella Sophonisba Hergesheim";"Blanche Lazzell"
"Frank F";"John Bates Clark"
"Gyula Juhász (poet)";"Mihály B"
"Henry Nayl";"Rowan Atkinson"
"James Arthur H";"Karl Pearson"
"Jürg Fröhl";"Markus Fierz"
"Lawrence Skl";"Carl Gustav Hempel"
"Mark Plotkin";"Richard Evans Schul"
"Maura Scannell";"Matilda Cullen Knowl"
"Paul Renn";"Jakob E"
"Pieter Coecke van Ael";"Bernard van Orley"
"Sandra L";"Stanley Cavell"
"George H. Hitchin";"Yellapragada Subbarow"
"Goddy Ley";"Pascal Kenfack"
"Han Hong (singer)";"Li Shuangjian"
"Leza McVey";"Maija Grotell"
"Murad Wilfried Hofmann";"Muhammad A"
"Arkady Rylov";"Arkhip Kuindz"
"Dezső Kosztolány";"Mihály B"
"Grigol Robakidz";"Mikheil Javakhishvil"
"Hartmut Jahreiß";"Wilhelm Gl"
"Howard Kottl";"Maija Grotell"
"Knud Ejler Lø";"Hans L"
"Marco F";"Ennio Flaian"
"Allan V. Cox";"Clyde Wahrhaf"
"Avital Ronell";"Pierre Alfé"
"Emer de Vattel";"Christian Wolff (philosopher)"
"Leonetto Cappiell";"Adolfo Hohenstein"
"Marc Shell";"Stanley Cavell"
"Marlene Dum";"Stanley Pink"
"Marsden Hartley";"William Merritt C"
"Richard E. Flathman";"Michael Oak"
"Georg Bernhard Bilfin";"Christian Wolff (philosopher)"
"Axel Honn";"Charles Taylor (philosopher)"
"Fernando Lázaro C";"Iris M. Zaval"
"Franciscus Sylv";"Jan Baptist van Helmon"
"Giovanni Padovan";"Pietro P"
"Henry Corbin";"Étienne Gilson"
"Jaegwon Kim";"Carl Gustav Hempel"
"Johann Heinrich Samuel Formey";"Christian Wolff (philosopher)"
"John Burr William";"Frank William T"
"Michael F";"Stanley Cavell"
"Michel Cheval";"Claude Henri de Rouvroy, comte de Saint-Simon"
"Philip K";"Carl Gustav Hempel"
"Eric Hobsbawm";"Nikolai Kondratiev"
"Yanis Varoufak";"Axel Leijonhufv"
"Heinrich August W";"Georg Gottlob R"
"Herbert Rosenfel";"Melanie Klein"
"Alexander Kucharsky";"Marcello Bacciarell"
"Alexandre Lacassagn";"Franz Joseph Gall"
"Taras Kermaun";"Dominik Smol"
"Morgan Crofton";"James Joseph Sylv"
"Nikolas Kom";"Stanley Cavell"
"Nikolas Kom";"Charles Taylor (philosopher)"
"Inicial";"Émile Arman"
"John D. Boice, J";"Shields Warren"
"Tobias Wolff";"Raymond Carv"
"Antoine François, comte de Fourcroy";"Geneviève Thiroux d'Arconvill"
"Bernard William";"Stanley Cavell"
"Dave Chappell";"Chris Rock"
"Erich Leo Lehmann";"Alfred Tarsk"
"Gustav Metz";"David Bom"
"Henri Nouwen";"Karl Stern"
"Jean Metzin";"Alexandre M"
"Jonathan Smith (psychologist)";"Horace Romano Harré"
"Julio González (sculptor)";"Alexandre M"
"Justin B";"Julia Gregson"
"Kazimierz Twardowsk";"Benno Kerry"
"Kurt Schumacher (sculptor)";"Ludwig G"
"Lambert ten K";"Adriaen Verw"
"Lili Novy";"Oton Župančič"
"Meister Eck";"Albertus Magnus  Albertus Magnus  1"
"Morris Janowitz";"Sidney Hook"
"Christian Finnegan";"Chris Rock"
"Oskar Morgenstern";"Othmar Spann"
"Ernest Emerson";"Michael Walker (knifemaker)"
"Phyllis Dill";"Moms Mabley"
"Jean Charl";"Wilhelmina Weber Furlon"
"John F. X. Kn";"Étienne Gilson"
"John Warwick Montgomery";"Joseph Butler  Western Philosophy  1"
"Paja Jovanović";"Franz Eisen"
"William Wiley";"Wally Hedrick"
"Mario Di Fiorin";"Maria Luisa F"
"Naddo Ceccarell";"Lippo Memm"
"Norman Geisl";"Étienne Gilson"
"Thomas Hazl";"Harvey J. Levin"
"Timofey Granovsky";"Nikolai Stankev"
"Arnt Eliassen";"Ragnar Fjørtof"
"Terry Eagleton";"Raymond William"
"Ludwig F";"Johann Eduard Erdmann"
"Necip Fazıl Kısakürek";"Abdulhakim Arv"
"Nicolas Schöff";"Fernand Sabatté"
"Alex Callin";"Chris Harman"
"Jacob Vin";"Frank William T"
"Paul Ricœ";"Maurice Halbw"
"Chen Lil";"Jin Tielin"
"Vissarion Belinsky";"Nikolai Stankev"
"Georg Friedrich M";"Christian Wolff (philosopher)"
"Jens Bl";"Ning Xian"
"Manfred R. S";"Ning Xian"
"Michael Christoph Hanow";"Christian Wolff (philosopher)"
"Christine Ladd-Franklin";"James Joseph Sylv"
"Franco Basagl";"Ludwig Binswan"
"Allen Buchanan";"Stephen Darwall"
"Deon Mey";"Ekow Duk"
"William G. Poll";"Karl Heim"
"Deepak Nayy";"Paul Streeten"
"Dušan Š";"Drago Janč"
"Feri Lainšček";"Drago Janč"
"Luigi Pern";"Federico Hal"
"Margherita G";"Federico Hal"
"Marjan Rožan";"Dominik Smol"
"Marjan Rožan";"Scipio Sl"
"Primož Kozak";"Dominik Smol"
"Rudi Šel";"Dominik Smol"
"Andrew A";"György Mihály Vaj"
"Hamid Olimjon";"Maxim Gorky"
"Mario Christian Mey";"Julian de Aj"
"Paul W. Frank";"Stanley Cavell"
"Dorothy M";"David Bom"
"John Rainw";"Robert Phel"
"E. E. Ericksen";"William Henry Chamberlin (philosopher)"
"Manuel Arturo Izquierdo Peñ";"Liborio Z"
"Nate Lowman";"Steven Parrin"
"J. G. de Roulhac Hamilton";"William Archibald Dunnin"
"Michael Bergmann (philosopher)";"William L. Row"
"Rafael Rivera G";"María Luisa Penn"
"Gladys Mgudlandl";"Maggie L"
"Enok Palm";"Ragnar Fjørtof"
"Adrienne R";"Simone de Beauv"
"Alfred Marshall";"Vilfredo P"
"André Breton";"Charles F"
"Anthony B";"Brian O'Nolan"
"Anthony B";"D. H. Lawren"
"Antonio Gram";"Giambattista V"
"Bob Black";"Charles F"
"Bob Black";"Peter Kropotkin"
"Chry";"Zeno of Citium"
"David Foster Wall";"Don DeLill"
"David Foster Wall";"Julio Cortáz"
"Ezra Poun";"Joel Chandler H"
"Ezra Poun";"Luís de Camõ"
"Ezra Poun";"Frederic Mannin"
"Frans Hal";"Karel van Man"
"Friedrich Engel";"Bruno B"
"Gamal Abdel N";"Michel Aflaq  1"
"Georges P";"Julio Cortáz"
"Imre Lak";"Paul Feyeraben"
"Irvine Wel";"Louis-Ferdinand Célin"
"John Maynard Keyn";"Silvio Gesell"
"Kenneth Arrow";"James Duesenberry"
"Moses Mendelssohn";"Johann Heinrich Lam"
"Ralph Ellison";"Joel Chandler H"
"Robert Grav";"W. H. R. Riv"
"Roger Zelazny";"Jack Van"
"Roger Zelazny";"Lawrence Durrell"
"Saddam Hussein";"Michel Aflaq  1"
"Saul Kripk";"Hilary Putnam"
"Siegfried Sassoon";"W. H. R. Riv"
"Sinclair Lew";"Richard Harding Dav"
"Spike Milligan";"Brian O'Nolan"
"S";"Posidon"
"Sylvia Pl";"Robert Lowell"
"Tennessee William";"D. H. Lawren"
"Terry P";"Jack Van"
"Thomas Henry Huxley";"Charles Darwin"
"Thomas H";"Hugo G"
"Thomas Pain";"Montesq"
"Thomas Pynchon";"Lawrence Durrell"
"Thomas Pynchon";"Julio Cortáz"
"Thomas Pynchon";"William M"
"Tim Burton";"Edward Gorey"
"Ursula K. Le Guin";"Jack Van"
"Vol";"Writings of C"
"Walt Whitman";"Alexander von Humbol"
"Willard Van Orman Quin";"William of Ockham"
"William Faulkn";"Joel Chandler H"
"William Faulkn";"Sherwood Anderson"
"William S. B";"Louis-Ferdinand Célin"
"Wolfgang Paul";"Ernst M"
"Émile Durkheim";"William Jam"
"Émile Durkheim";"Montesq"
"Eduard Hitz";"Rudolf Virchow"
"Ervin László";"Ludwig von Bertalanffy"
"Eugene Kamenk";"John Anderson (philosopher)"
"Herbert Blum";"George Herbert M"
"Hermon Atkins MacNeil";"Anna Hyatt Huntington"
"Hipparchia of Maron";"Crates of T"
"James Hillman";"Giambattista V"
"Jamie O'Neill";"Brian O'Nolan"
"Tadeusz Różewicz";"Leopold Staff"
"William Stimpson";"Spencer Fullerton B"
"Étienne-Jules Marey";"Eadweard Muy"
"Jacob van Schuppen";"Nicolas de Largilliè"
"James Corden";"Stephen Col"
"James Fenton";"Christopher Hitchen"
"Jean Hyppol";"Jean Cavaillè"
"Patrick M";"Harold Pin"
"Robert Ridgway";"Spencer Fullerton B"
"Thomas McGuan";"Wallace Stegn"
"Wade Davis (anthropologist)";"Timothy Plowman"
"William J. Ruan";"Benjamin Graham"
"John Buscem";"Coby Whitm"
"Cornelius C";"Giambattista V"
"Jason of Ny";"Posidon"
"Filippo Agricol";"Luigi Agricol"
"Khalid M";"Amin Ahsan Isl"
"Aasif Mandv";"Stephen Col"
"Amanda Fil";"Brian O'Nolan"
"John Col";"Giovanni Pico della Mirandol"
"Kenneth Graham";"Joel Chandler H"
"Octavio Paz";"D. H. Lawren"
"Samuel von Pufendorf";"Hugo G"
"Shaun Tan";"Edward Gorey"
"Stephenie Mey";"Daphne du M"
"Adam Ferguson";"Montesq"
"Antonin Scal";"Aaron D"
"Clean";"Zeno of Citium"
"Eric Voegelin";"Giambattista V"
"James Chadwick";"Philip Burton Moon"
"Michel Houellebecq";"Louis-Ferdinand Célin"
"Richard F";"Andre D"
"Slavoj Žižek";"Fredric Jameson"
"Thomas Wolf";"Sherwood Anderson"
"Morris Raphael Cohen";"William Jam"
"Oskar R. Lan";"Vilfredo P"
"Georges Canguilhem";"Jean Cavaillè"
"Salah J";"Michel Aflaq  1"
"Simon Jenk";"France Prešeren"
"Metrocl";"Crates of T"
"Abdullah Rimaw";"Michel Aflaq  1"
"Ibrahim ibn Ya'qub al-Juzajan";"Ali ibn al-Madin"
"Jean Ran";"Hyacinthe R"
"Mike Chinn";"Ramsey Campbell"
"France Balantič";"France Prešeren"
"Gilles Grel";"François Laruell"
"Jessie Taf";"Otto Rank"
"Josipina Turnograjsk";"France Prešeren"
"Dean Zimmerman";"David Lewis (philosopher)"
"Johannes Evert Hendrik Akkerin";"Isaac Israël"
"Enrico Coleman";"Giovanni C"
"Francesco Simonin";"Francesco G"
"Grace Ji-Sun Kim";"Simone de Beauv"
"Milan Deklev";"Gregor Strniš"
"Conceptual ";"Ad Rein"
"Diodorus Sicul";"Posidon"
"Henri Breuil";"Marcelino Sanz de Sautuol"
"Irving Kahn";"Benjamin Graham"
"Jonathan Franzen";"Don DeLill"
"Mark Twain";"Joel Chandler H"
"Max Stirn";"Bruno B"
"Ngozi Okonjo-Iweal";"Karen R. Polensk"
"Paul A. Baran";"John Kenneth Gal"
"Pierre-Joseph Proudhon";"Charles F"
"Richard Cumberland (philosopher)";"Hugo G"
"Richard Roll";"Merton Mill"
"Richard Sal";"Edward Gorey"
"Robert Duncan (poet)";"Kenneth Patchen"
"Sharon Ol";"Diane Wakosk"
"Flannery O'Conn";"Joel Chandler H"
"G";"Zeno of El"
"John Constabl";"Claude Lorrain"
"Mark Rothk";"Alfred Jensen"
"Mark Rothk";"Milton Avery"
"Myron Schol";"Merton Mill"
"Quintilian";"Writings of C"
"Thomas Eakin";"Eadweard Muy"
"Almeida G";"Luís de Camõ"
"Paul Cadm";"Tom of Finlan"
"J. Slauerhoff";"Luís de Camõ"
"Jeff Wall";"Ingrid Bax"
"Edward S";"Michel Foucaul"
"Fuad al-Rik";"Michel Aflaq  1"
"Karl Kautsky";"Bruno B"
"Jeffrey S";"Robert Brandom"
"Jože Snoj";"Gregor Strniš"
"Terence Parson";"Alexius Meinon"
"Zechariah Chaf";"Roscoe Poun"
"Héctor-Neri Castañ";"Alexius Meinon"
"Ralph Eugene Meaty";"Minor W"
"Jan-Fishan Khan";"Haji Dost Muhammad Qan"
"Alan Ayckbourn";"Harold Pin"
"Albert Cam";"Simone de Beauv"
"Albert Einstein";"Ernst M"
"Aldous Huxley";"D. H. Lawren"
"Aleister Crowley";"François Rabel"
"Aleister Crowley";"Karl von Eckartshausen"
"Alexander the G";"Kalan"
"Alfred Nobel";"Percy Bysshe Shelley"
"Alfred Russel Wall";"Alexander von Humbol"
"Allen Gin";"Kenneth Patchen"
"Anaïs Nin";"Otto Rank"
"Anaïs Nin";"D. H. Lawren"
"Andy Warhol";"Tom of Finlan"
"Antonio Canov";"Luigi Agricol"
"Aristotl";"Zeno of El"
"B. F. Skinn";"Ivan Pavlov"
"Beatrix P";"Joel Chandler H"
"Bertrand Russell";"William Jam"
"Bertrand Russell";"Alexius Meinon"
"Carl R";"Otto Rank"
"Charlotte Brontë";"Samuel Richardson"
"C";"Posidon"
"Claude Mon";"Charles-François Daubigny"
"Czesław Miłosz";"Leopold Staff"
"Dan Simmon";"Jack Van"
"Daniel Denn";"Hilary Putnam"
"David Hum";"Writings of C"
"David Hum";"Montesq"
"David Mam";"Harold Pin"
"Dean Koontz";"Jack Van"
"Derek Wal";"Robert Lowell"
"Dylan Thom";"Lawrence Durrell"
"Dylan Thom";"D. H. Lawren"
"E. O. Wilson";"William Morton Wheel"
"Edgar Rice B";"H. Rider H"
"Edmund Burk";"Montesq"
"Edmund Husserl";"William Jam"
"Emma Goldman";"Peter Kropotkin"
"Enid Blyton";"Joel Chandler H"
"E";"Zeno of Citium"
"Erasm";"Giovanni Pico della Mirandol"
"Ernest Hemingway";"Henri B"
"Ernest Hemingway";"Sherwood Anderson"
"Ernest Hemingway";"Frederic Mannin"
"Ernst Haeckel";"Charles Darwin"
"Fernando P";"Luís de Camõ"
"Frank H";"Jack Van"
"Franz Kafk";"Otto G"
"Franz Kafk";"Peter Kropotkin"
"Frederick Dougl";"Lysander Spoon"
"Frederik Pohl";"Jack Williamson"
"Freeman Dyson";"Abram Samoilovitch Besicov"
"Friedrich Nietz";"Bruno B"
"Georg Wilhelm Friedrich Hegel";"Montesq"
"George L";"H. Rider H"
"George R. R. Martin";"Jack Van"
"Henri Bergson";"William Jam"
"Henry Fieldin";"Samuel Richardson"
"Herman Melvill";"Luís de Camõ"
"Hermann H";"Carl Jun"
"Immanuel Kan";"Johann Heinrich Lam"
"Isaac Asimov";"Jack Williamson"
"Jack K";"Louis-Ferdinand Célin"
"James Joy";"François Rabel"
"James Joy";"Joel Chandler H"
"James Joy";"Giambattista V"
"James W";"Thomas Newcomen"
"Jane Austen";"Samuel Richardson"
"Jean-Jacques R";"Hugo G"
"Jean-Jacques R";"Samuel Richardson"
"Jean-Jacques R";"Montesq"
"Jean-Paul S";"Louis-Ferdinand Célin"
"Jean-Paul S";"Simone de Beauv"
"Jean-Paul S";"Emmanuel Levin"
"Jimmy C";"William Jam"
"John Dewey";"William Jam"
"John Dewey";"George Herbert M"
"John Lock";"Hugo G"
"John Lock";"Writings of C"
"John Milton";"Hugo G"
"John Steinbeck";"Sherwood Anderson"
"John Stuart Mill";"James Mill"
"John Stuart Mill";"Sir William Hamilton, 9th Baron"
"John Wycliff";"William of Ockham"
"Jorge Luis B";"Luís de Camõ"
"Joseph Campbell";"Adolf Ellegard Jensen"
"Joseph Campbell";"Carl Jun"
"Joseph Con";"H. Rider H"
"Jürgen Haberm";"George Herbert M"
"Karl Marx";"Bruno B"
"Karl Marx";"Charles F"
"Karl Marx";"Giambattista V"
"Ken Kesey";"Wallace Stegn"
"Kurt Vonn";"Louis-Ferdinand Célin"
"Laurence Stern";"François Rabel"
"Leonard Bloomfiel";"John B. Watson"
"Livy";"Posidon"
"Louis P";"Jean-Baptiste B"
"Ludwig Wittgenstein";"William Jam"
"Marcel P";"Jean Racin"
"Marcus Aurel";"Zeno of Citium"
"Marshall McLuhan";"Giambattista V"
"Michael Moorcock";"Jack Van"
"Murray R";"Lysander Spoon"
"Neil Gaiman";"Jack Van"
"Noam Chomsky";"Mikhail Bakunin"
"Noam Chomsky";"Peter Kropotkin"
"Oscar Wil";"Peter Kropotkin"
"Paul A";"Louis-Ferdinand Célin"
"Paul Cézann";"Charles-François Daubigny"
"Pl";"Zeno of El"
"Pl";"Posidon"
"Poul Anderson";"Jack Van"
"P";"Zeno of El"
"Ralph Waldo Emerson";"Alexander von Humbol"
"Ray Bradbury";"Jack Williamson"
"Ray Bradbury";"Sherwood Anderson"
"Richard Dawkin";"Christopher Hitchen"
"Robert Anton Wilson";"Brian O'Nolan"
"Robert E. How";"H. Rider H"
"Rudyard Kiplin";"H. Rider H"
"Rudyard Kiplin";"Joel Chandler H"
"Samuel Beck";"Jean Racin"
"Stendhal";"Jean Racin"
"Stephen Jay Goul";"Peter Kropotkin"
"Stephen Kin";"Daphne du M"
"Anne Sexton";"Robert Lowell"
"Emo Phil";"Reg H"
"Erich Neumann (psychologist)";"Carl Jun"
"Gordon L";"Wallace Stegn"
"Herbert M";"Charles F"
"J. D. Salin";"Sherwood Anderson"
"Johann H";"Christopher Hitchen"
"Joseph de M";"Giambattista V"
"Matthew Fox (priest)";"Otto Rank"
"Peter Falkn";"Paulus Kal"
"Seth Klarman";"Benjamin Graham"
"David Lan";"Jayantanuja Bandyopadhyay"
"John M";"Alexander von Humbol"
"Alexander Berkman";"Peter Kropotkin"
"Bernard Loom";"Henry Nelson Wieman"
"Enrique Gómez Carrill";"Lorenzo Montúfar y Riv"
"Luigi Am";"Vilfredo P"
"Manuel Maria Barbosa du B";"Luís de Camõ"
"Martha Nussbaum";"Hilary Putnam"
"Randy Barn";"Lysander Spoon"
"Vladimir Lossky";"Nikolay Lossky"
"Camille Pagl";"Simone de Beauv"
"Diego Hurtado de Mendoza (poet and diplomat)";"Ausiàs M"
"Jan August Kisielewsk";"Gabriela Zapolsk"
"Joan Maragall";"Jacint V"
"Joan Maragall";"Narcís Oll"
"Jules Vuillemin";"Jean Cavaillè"
"Keith DeR";"Alvin Plantin"
"Leo Tolstoy";"Mitrofan Lodyzhensky"
"Leo Tolstoy";"Peter Kropotkin"
"Tyler B";"Hilary Putnam"
"David D";"Benjamin Graham"
"Aleš Debeljak";"Niko Grafen"
"Costanzo Prev";"Giambattista V"
"Gutierre de Cetin";"Ausiàs M"
"Kenneth E. Bouldin";"Ludwig von Bertalanffy"
"Ralph Kron";"Paul Ehrenf"
"Mikhail Bakhtin";"François Rabel"
"Robin H";"Jack Van"
"William Rehnq";"Aaron D"
"Adolph Gottl";"Milton Avery"
"Hartry Fiel";"Hilary Putnam"
"Henry Ludwell M";"Vilfredo P"
"Ivan Cank";"France Prešeren"
"James Hutchison Stirlin";"Sir William Hamilton, 9th Baron"
"Lee Friedlan";"Eugène A"
"Luigi Gallean";"Peter Kropotkin"
"Pan";"Zeno of Citium"
"Susan Swan";"Lawrence Durrell"
"Tom Wesselmann";"Henri M"
"Wolfi Lan";"Diogenes of Sin"
"Émile Arman";"Charles F"
"Boris A. Novak";"Gregor Strniš"
"Edwin La Dell";"John Nash (artist)"
"Wayne Hankey";"Pierre H"
"John Worrall (philosopher)";"Hilary Putnam"
"Rachel Kushn";"Don DeLill"
"Akshay Kumar Maitrey";"Sarasi Kumar Sarasw"
"Bruno L";"Suzanne B"
"Clinton Hart Merriam";"Spencer Fullerton B"
"Donna T";"Barry Hann"
"Dora Carrington";"John Nash (artist)"
"Erskine Caldwell";"Sherwood Anderson"
"Gaetano M";"Vilfredo P"
"James K. Gal";"John Kenneth Gal"
"Larry McMurtry";"Wallace Stegn"
"Larry McMurtry";"Angie D"
"Paul de Man";"Wlad Godz"
"Ramón Alva de la Canal";"Alfredo Ramos Martínez"
"Walter I";"Masahisa Fuj"
"Douglas Murray (author)";"Christopher Hitchen"
"Muqbil bin Hadi al-Wadi'";"Ibn Abi Asim"
"Shelby Robertson";"Frank Fraz"
"Wallace Terry";"William M"
"Bridget C";"Cluub Z"
"Jeaniene F";"Laurell K. Hamilton"
"Raimundo C";"Fagundes Varel"
"Charles Scott Sherrington";"Rudolf Virchow"
"Dominik Smol";"France Prešeren"
"Edmond Malinv";"Maurice All"
"Jerry Clow";"Grady N"
"David Papin";"Ian Hackin"
"Drago Janč";"Veno Tauf"
"Kazimierz Wierzyńsk";"Leopold Staff"
"Oton Župančič";"France Prešeren"
"Peter Railton";"David Lewis (philosopher)"
"Richard Boy";"Hilary Putnam"
"John C. H. Spen";"John M. Cowley"
"Khin Khin H";"Journal Kyaw Ma Ma Lay"
"Edvard Kocbek";"France Prešeren"
"Lee Man Fon";"Isaac Israël"
"Arnold Davidson";"Pierre H"
"Martha Feldman";"Stephen R. Barley"
"David Britton";"John Coul"
"Henry David T";"Alexander von Humbol"
"Washington Irvin";"Alexander von Humbol"
"Arshile Gorky";"Joan Miró"
"Betty Friedan";"Simone de Beauv"
"B";"Porphyry (philosopher)"
"Chuck Palahniuk";"Don DeLill"
"Ian Wallace (artist)";"Ingrid Bax"
"John Adam";"Writings of C"
"Jules Michel";"Giambattista V"
"Northrop Fry";"Giambattista V"
"Othmar Spann";"Adam Müll"
"Raymond Carv";"Andre D"
"Robert Bork";"Aaron D"
"Václav Havel";"Harold Pin"
"Wendell Berry";"Wallace Stegn"
"Anna Akhmatov";"Yevgeny Baratynsky"
"Billy Chil";"Louis-Ferdinand Célin"
"Bohumil Hrabal";"Jaroslav Hašek"
"Colin W";"Peter Kropotkin"
"Crates of T";"Diogenes of Sin"
"Daniel Handl";"Edward Gorey"
"Doris Lessin";"D. H. Lawren"
"Erich Maria Remarq";"Henri B"
"Errico Mal";"Mikhail Bakunin"
"Errico Mal";"Peter Kropotkin"
"G. H. Hardy";"Srinivasa Ramanujan"
"Henri M";"Henri-Edmond C"
"Henry Mill";"François Rabel"
"Henry Mill";"H. Rider H"
"Henry Mill";"Louis-Ferdinand Célin"
"Henry Mill";"Otto Rank"
"Hilary Putnam";"William Jam"
"Jean Anouil";"Jean Giraudoux"
"John B. Watson";"Ivan Pavlov"
"Joseph Stiglitz";"John Kenneth Gal"
"Martin Am";"Christopher Hitchen"
"Poppy Z. B";"Ramsey Campbell"
"Posidon";"Zeno of Citium"
"Robert Brownin";"Percy Bysshe Shelley"
"Sandra Bern";"Paul Mooney (comedian)"
"Silvio Gesell";"Theodor Hertzk"
"Will Self";"Louis-Ferdinand Célin"
"William Jam";"Ernst M"
"Berto Rom";"Andreu Buenafuen"
"Jim Morrison";"Louis-Ferdinand Célin"
"Richard C. Cook";"C. H. Dougl"
"Arturo Frondiz";"Rogelio Julio F"
"Edward Abbey";"Wallace Stegn"
"Frederic Bartl";"W. H. R. Riv"
"George Bool";"Hilary Putnam"
"Julio Cortáz";"Lawrence Durrell"
"Nicholson Bak";"Brian O'Nolan"
"Robert Heilbron";"John Kenneth Gal"
"George Roman";"Charles Darwin"
"Maurice All";"Vilfredo P"
"W. Clement Ston";"Napoleon Hill"
"William Friedkin";"Harold Pin"
"Jarosław Iwaszkiewicz";"Leopold Staff"
"Robert Brandom";"Robert B. Pippin"
"Will Kymlick";"Gerald Cohen"
"Jesse S";"Suzanne B"
"William M";"Erich Maria Remarq"
"Yin Haiguan";"Jin Yuelin"
"Jan Wyck";"Thomas Wijck"
"Jerome A. Ston";"Henry Nelson Wieman"
"Karl E. P";"Henry Nelson Wieman"
"Niko Grafen";"Veno Tauf"
"Poh Siew W";"Solamalay Namasivayam"
"Stephen R. Barley";"Anthony Gidden"
"Gregor Strniš";"Veno Tauf"
"Svetlana Makarovič";"Gregor Strniš"
"Svetlana Makarovič";"Veno Tauf"
"Stephany Griffith-Jon";"John Kenneth Gal"
"Garabet Yazmaciyan";"Mıgırdiç Civanyan"
"Stella Kram";"Sarasi Kumar Sarasw"
"Alexander McCall Sm";"E. F. Benson"
"Alexander Pushkin";"Percy Bysshe Shelley"
"Berenice A";"Eugène A"
"Carl Jun";"Laoz"
"Carl Jun";"Otto G"
"Charles Bukowsk";"Louis-Ferdinand Célin"
"Charles Bukowsk";"Sherwood Anderson"
"Charles Bukowsk";"D. H. Lawren"
"Charles Darwin";"Edward Bly"
"Charles Darwin";"Alexander von Humbol"
"D. H. Lawren";"Otto G"
"David W";"Anne McCaffrey"
"Giambattista V";"Hugo G"
"Howard Zinn";"Sender Garlin"
"John Murray (novelist)";"Brian O'Nolan"
"Michel Foucaul";"Louis Al"
"Michel Foucaul";"Pierre H"
"Montesq";"Writings of C"
"Ned Block";"Hilary Putnam"
"Peter Kropotkin";"Charles F"
"Peter Kropotkin";"Mikhail Bakunin"
"Philip R";"Louis-Ferdinand Célin"
"Pliny the Youn";"Writings of C"
"Robbie B";"Matsuo Bashō"
"Rollo May";"Otto Rank"
"Samuel Taylor Col";"Giambattista V"
"Seneca the Youn";"Posidon"
"Seneca the Youn";"Zeno of Citium"
