"influences";"influenced"
"Robert Bernascon";"Emmanuel Levin"
"Philodem";"E"
"Brian Davies (philosopher)";"Herbert McC"
"Brian Mathew";"William Rickatson Dyk"
"Bruno L";"Eric Voegelin"
"Bruno L";"Suzanne B"
"C. Wright Mill";"William Jam"
"Adrian Johnston (philosopher)";"Edward S. Casey"
"Constantine San";"Jonathan Dancy"
"Cyril B";"William McDougall (psychologist)"
"Kurt Gödel";"Moritz Schlick"
"James Gregory (mathematician)";"Henry Briggs (mathematician)"
"D. H. Lawren";"Heracl"
"D. Howard Hitchcock";"Jules Tavernier (painter)"
"Daniel Denn";"Hilary Putnam"
"Daniel Kahneman";"Herbert A. Simon"
"Dariush Shayegan";"Muhammad Husayn T"
"David C";"Hirofumi Uzaw"
"David Harvey";"Henri Lefebv"
"David Harvey";"Murray Bookchin"
"David Hockney";"Julian Trevelyan"
"David Hum";"E"
"David Hum";"Montesq"
"David Hum";"John Selden"
"Davud Monshiz";"José Ortega y G"
"Patrick S";"Ernest Nagel"
"Paul A. Baran";"Josef Steindl"
"Paul E. Meehl";"William Thomas Heron"
"Paul Mattick";"Henryk Grossman"
"Paul Painlevé";"Jules Tannery"
"Paul Ricœ";"Emmanuel Moun"
"Paul Rom";"Joseph Schum"
"Paul Samuelson";"William Phillips (economist)"
"Paul Samuelson";"Henry Hazl"
"Paul Sweezy";"Joseph Schum"
"Pavlos Mel";"Ion Dragoum"
"Perry Mehrlin";"Morris Copelan"
"Pervez Hoodbhoy";"Eqbal Ahm"
"Peter F. Rothermel";"John Rubens Sm"
"Peter H. Raven";"William T. Stearn"
"Peter How";"Joseph Schum"
"Peter Kreef";"Mortimer J. Adl"
"Peter Schiff";"Henry Hazl"
"Peter Sin";"Henry Sidgwick"
"Robert Fisk";"Edward S"
"Robert P. G";"Eric Voegelin"
"Robert Solow";"William Phillips (economist)"
"Robert Solow";"Joseph Schum"
"Robert Yerk";"Edwin Hol"
"Robert Yerk";"Elmer Ernest S"
"Roger Nash Baldwin";"Emma Goldman"
"Roger Scruton";"Eric Voegelin"
"Roger Y. Tsien";"Douglas P"
"Ron Paul";"Henry Hazl"
"Ronald C";"Joseph Schum"
"Roy Krenkel";"Joseph Clement Coll"
"Roy Radn";"Erik Lindahl"
"Sergiy Vilkom";"Jonathan Bowen"
"Shirley Ann Jackson";"Jonathan Dordick"
"Shou-Wu Zhan";"Hervé Jacq"
"Sidney Hook";"Morris Raphael Cohen"
"Siegfried Sassoon";"Henry H"
"Sigmund F";"Ernst Wilhelm von Brück"
"Sigmund F";"Josef B"
"Simon Critchley";"Emmanuel Levin"
"Sinclair Lew";"Henry David T"
"Susan G";"Joseph G. Gall"
"Susan Stebbin";"Moritz Schlick"
"Susan Stryk";"Judith Butl"
"Susanne Lan";"Ernst C"
"Søren Kierk";"Henrik Steffen"
"Crates of T";"Antisthen"
"Victoria Ocam";"Juan Bautista Al"
"Vladimir Jankélév";"Henri Bergson"
"Vladimir Lenin";"Joseph Dietzgen"
"W. E. B. Du B";"William Jam"
"W. Edwards Demin";"William Sealy G"
"Walker Percy";"Eric Voegelin"
"Wallace John Eck";"Ernest William Brown"
"Walt Whitman";"Henry David T"
"Walter Benjamin";"Heinrich Blü"
"Walter Benjamin";"Heinrich Rick"
"Walter E. William";"Henry Hazl"
"Walter Mischel";"Julian R"
"Walter P";"Heracl"
"Walther Penck";"William Morris Dav"
"Jacques Bouv";"Jules Vuillemin"
"Evelyn De Morgan";"John Roddam Spencer Stan"
"F. C. S. Schill";"William Jam"
"Ferdinand Lassall";"Heracl"
"Fernando Codá Marq";"Elon Lages Lim"
"Fernando Sav";"Emil Cioran"
"Naser Makarem Shiraz";"Muhammad Husayn T"
"Nassim Nicholas Tal";"Herbert A. Simon"
"Neale Donald Wal";"Elisabeth Kübler-R"
"Necip Fazıl Kısakürek";"Henri Bergson"
"Neil Burgess (neuroscientist)";"Graham H"
"Neil Smith (geographer)";"Henri Lefebv"
"Neil Wall";"John M"
"Nicholas Georgescu-Roegen";"Joseph Schum"
"Nicholas of C";"John Scotus Eriugen"
"Nick Lan";"Emil Cioran"
"Philip E. Tetlock";"Herbert A. Simon"
"Philip Wick";"William Stanley Jevon"
"Philippe Aghion";"Joseph Schum"
"Phoebus Dhrym";"Edwin K"
"Pierre-Joseph Proudhon";"Henri de Saint-Simon"
"Pierre Duhem";"Ernst M"
"Pierre Gassen";"E"
"Pierre T";"Emmanuel Moun"
"Pino R";"Julius Evol"
"Pl";"Diotima of Mantin"
"Pl";"Heracl"
"Stanislavs Ladusãn";"Mário Ferreira dos San"
"Stanley Dudrick";"Jonathan R"
"Stephen Neal";"John Perry (philosopher)"
"Stephen Pearl Andrew";"Josiah Warren"
"Steve F";"Henry Hazl"
"Steve F";"Hermann H"
"Steve J";"Edwin H. Lan"
"Werner Heisen";"Helmuth Kulenkampff"
"Wilhelm Windelban";"Hermann Lotz"
"Willebrord Snell";"Edward Wright (mathematician)"
"Willem Hendrik Keesom";"Heike Kamerlingh Onn"
"William Baumol";"Joseph Schum"
"William Blackston";"John Selden"
"William Blak";"Henry Fusel"
"William C. Wim";"Herbert A. Simon"
"William Ernest Hockin";"Josiah Roy"
"William F. Buckley J";"Eric Voegelin"
"William Hallowes Mill";"Moritz Ludwig Frankenheim"
"William Hav";"Eric Voegelin"
"William Herbert Sheldon";"William Jam"
"William Jam";"Ernst M"
"William Jam";"Hermann Lotz"
"William Jam";"Jules Leq"
"William Kaye E";"Edwin Ray G"
"William Shockley";"John N. Shiv"
"William Stern (psychologist)";"Hermann Ebbin"
"William Thomson, 1st Baron Kelvin";"Henri Victor Regnaul"
"William Thomson, 1st Baron Kelvin";"Julius von May"
"William Tyndal";"John Wycliff"
"Wim C";"Hendrik de W"
"Dimitris Pikion";"Ion Dragoum"
"Edward S";"Eqbal Ahm"
"Douglas Kelln";"Herbert M"
"Richard Boy";"Hilary Putnam"
"Paul N";"Hermann Cohen"
"Edward H";"William Merritt C"
"Edward N. Zal";"Ernst Mally"
"Edward Norton Lorenz";"Edwin Kessl"
"Edward Vermilye Huntington";"Josiah Roy"
"Edwin Hol";"William Jam"
"Edwin La Dell";"John Nash (artist)"
"Egon Pearson";"William Sealy G"
"Elias P";"Erich Fromm"
"Elizabeth Blackburn";"Joseph G. Gall"
"Elizabeth Bradford Holbrook";"Emanuel Hahn"
"Emanuel Leutz";"John Rubens Sm"
"Emil Cioran";"Joseph de M"
"Emil Lask";"Heinrich Rick"
"Emma Goldman";"Henry David T"
"Emmanuel Levin";"Ernst Bl"
"Emmanuel Levin";"Henri Bergson"
"Emmanuel Moun";"Henri Bergson"
"Emmanuel T";"Emmanuel Le Roy L"
"Empedocl";"Heracl"
"Enrique Dussel";"Emmanuel Levin"
"Ernest Hemingway";"Henry David T"
"Ernest Nagel";"Morris Raphael Cohen"
"Ernst Bl";"Heinrich Rick"
"Ernst C";"Paul N"
"Ernst C";"Hermann Cohen"
"Erving Goffman";"Herbert Blum"
"Heiner Flassbeck";"Joseph Schum"
"Henri Bergson";"William Jam"
"Henri Bergson";"Herbert Spen"
"Henri M";"Henri-Edmond C"
"Henri Poincaré";"Ernst M"
"Henri de Saint-Simon";"Joseph de M"
"Henry Briggs (mathematician)";"John N"
"Henry Corbin";"Muhammad Husayn T"
"Henry E. Allison";"Hermann Cohen"
"Henry Hazl";"William Stanley Jevon"
"Henry Mill";"Henri Bergson"
"Henry Sidgwick";"Herbert Spen"
"Henry VIII";"William of Ockham"
"Henry VIII";"John Wycliff"
"Herbert A. Simon";"John R. Common"
"Herbert Feigl";"Moritz Schlick"
"Hermann H";"Julius Evol"
"Hermann Lotz";"Christian Hermann W"
"Hilary Putnam";"William Jam"
"Hilary Putnam";"Richard Boy"
"Hilary Putnam";"Emmanuel Levin"
"Hildegard of Bingen";"John Scotus Eriugen"
"Hiroshi Yoshikaw";"Hirofumi Uzaw"
"Morris Raphael Cohen";"William Jam"
"Morris Raphael Cohen";"Josiah Roy"
"Morteza M";"Muhammad Husayn T"
"Muhammad Ali Jinn";"Muhammad Iqbal"
"Muhammad A";"Muhammad Iqbal"
"Muhammad Iqbal";"Henri Bergson"
"Muhammad al-Tijan";"Muhammad Husayn T"
"Murray R";"Henry Hazl"
"Murray R";"Herbert Spen"
"Mustafa ibn Ali al-Muwaqq";"Muhammad al-Qunaw"
"John Milton";"Hugo G"
"John M";"Henry David T"
"John M";"Herbert A. Simon"
"John N";"Henry Briggs (mathematician)"
"John Pell";"Henry Briggs (mathematician)"
"John Rawl";"Henry Sidgwick"
"John Selden";"Hugo G"
"John Stuart Mill";"E"
"John Stuart Mill";"Henri de Saint-Simon"
"John Stuart Mill";"Josiah Warren"
"John Wishart (statistician)";"William Sealy G"
"John Worrall (philosopher)";"Hilary Putnam"
"John Wycliff";"William of Ockham"
"John Zerzan";"Henry David T"
"Jordan Peterson";"Erich Neumann (psychologist)"
"Jorge Luis B";"Herbert Spen"
"Josef P";"Erich Przyw"
"Joseph Epstein (writer)";"Edward Shil"
"Joseph Stiglitz";"Hirofumi Uzaw"
"Josiah Roy";"Hermann Lotz"
"José Antonio Primo de Riv";"José Ortega y G"
"José Guilherme Merq";"Ernest Gelln"
"José Luis E";"Juan Bautista Al"
"José Ortega y G";"Paul N"
"Jovan Cvijić";"William Morris Dav"
"Juan Donoso Corté";"Joseph de M"
"Juan José Sebrel";"Juan Bautista Al"
"Judith Butl";"Emmanuel Levin"
"Jules D";"Jules Tannery"
"Julius Evol";"Joseph de M"
"Julián Marí";"José Ortega y G"
"Jürgen Haberm";"Herbert M"
"Jürgen Moltmann";"Ernst Bl"
"María Zambran";"José Ortega y G"
"Massimo E";"Herbert A. Simon"
"Matthew Kram";"Joseph Raz"
"Maurice Blan";"Emmanuel Levin"
"Maurice Merleau-Ponty";"Henri Bergson"
"Max B";"Henry Roy Dean"
"Max Wal";"William T. Stearn"
"Max W";"Heinrich Rick"
"Michael Faraday";"William Thomas Bran"
"Joseph Crosthw";"John Flam"
"Malik ibn An";"Hisham ibn Urw"
"Marc Lav";"Morris Copelan"
"Marcel P";"Henri Bergson"
"Marcel P";"Henry David T"
"Marcel P";"Jules C"
"Marcus Aurel";"E"
"Margaret San";"Emma Goldman"
"Margaret Urban Walk";"Eva Kittay"
"Mariana Mazz";"Joseph Schum"
"Marilynne Robinson";"William Jam"
"Mario Bun";"Ernest Nagel"
"Mario Bun";"Juan Bautista Al"
"Mario Christian Mey";"Julian de Aj"
"Mario Vargas Ll";"José Ortega y G"
"Mark P";"Henri Lefebv"
"Mark Spitznagel";"Henry Hazl"
"Marsden Hartley";"William Merritt C"
"Martha Nussbaum";"Hilary Putnam"
"Martin B";"Hermann Cohen"
"Martin Chalf";"Douglas P"
"Martin H";"Paul N"
"Martin H";"Emil Lask"
"Martin H";"Heinrich Rick"
"Martin H";"Heracl"
"Martin Luther King J";"Erich Fromm"
"Martin Luther King J";"Henry David T"
"Martin Palouš";"Eric Voegelin"
"Martin S";"Morris Engel"
"Christopher Freeman";"Joseph Schum"
"Theodor W. Adorn";"Ernst Bl"
"Thomas Aquin";"John Scotus Eriugen"
"Thomas Henry Flew";"June Alm"
"Thomas H";"William of Ockham"
"Thomas H";"Hugo G"
"Thomas H";"John Selden"
"Thomas J. Sargen";"John M"
"Thomas Jefferson";"E"
"Thomas Kuhn";"Herbert Butterfiel"
"Thomas L";"Emil Cioran"
"Thomas Mayer (German economist)";"Juergen B. Don"
"Thomas Pain";"Montesq"
"Thomas Piketty";"Emmanuel Saez"
"Thomas Sowell";"Henry Hazl"
"Thorstein Veblen";"William McDougall (psychologist)"
"Thorstein Veblen";"Henri de Saint-Simon"
"Tim Berners-L";"Jon Postel"
"Tito Livio F";"Mário Ferreira dos San"
"Tomoko O";"Motoo Kim"
"Tony H";"Eric Hehn"
"Wolfgang Paul";"Ernst M"
"Wyndham Lew";"Henri Bergson"
"Xavier Z";"José Ortega y G"
"Parmen";"Heracl"
"Eugene Thack";"Emil Cioran"
"Isaac Lev";"Ernest Nagel"
"José Ignacio García Hamilton";"Juan Bautista Al"
"Luciano Fl";"Michael Dumm"
"Lucien Goldmann";"Max Adler (Marxist)"
"Ludwig Wittgenstein";"Bertrand Russell  1"
"Lun Gyw";"Thein Han"
"D. Gale Johnson";"Theodore Schultz"
"Shimshon Bichl";"Thorstein Veblen"
"Bob Black";"Max Stirn"
"Dem";"L"
"Dieter Hen";"Wolfgang Cram"
"Dietrich von Hildebran";"Max Schel"
"Donald Davidson (philosopher)";"Bertrand Russell  1"
"Gottfried Wilhelm Leibniz";"Ramon Llull  Ramon Llull  1"
"Grace McLean";"Hildegard of Bingen  Hildegard of Bingen  1"
"Graham Harman";"Xavier Z"
"Kristine Bonnev";"Theodor Bov"
"R. A. W. R";"Mark Bev"
"Ralph Kron";"Wolfgang Paul"
"John Argyropoul";"Gemistus Pl"
"Ryszard Bartel";"Władysław Turowicz"
"Geoffrey Hodgson";"Thorstein Veblen"
"Alain B";"Theodor W. Adorn"
"Alan Turin";"Max Newman"
"Alan Turin";"Bertrand Russell  1"
"Albert Cam";"Max Stirn"
"Albert Ell";"Bertrand Russell  1"
"Albert Jay Nock";"Max Hirsch (economist)"
"Aldous Huxley";"Thomas Henry Huxley"
"Aleksandr Dugin";"Martin H"
"Aleksandr Solzhenitsyn";"Bertrand Russell  1"
"Alexander Cal";"Thomas Furlong (artist)"
"Alexander Kucharsky";"Marcello Bacciarell"
"Alexius Meinon";"Parmen"
"Alfred Russel Wall";"Thomas Robert Mal"
"Alfred Tarsk";"Bertrand Russell  1"
"Charles Darwin";"Max Stirn"
"Charles Darwin";"Thomas Pain"
"Charles Darwin";"Thomas Robert Mal"
"Charles H";"Thomas R"
"Charles Sanders P";"Thomas R"
"Charles Scott Sherrington";"Thomas Brown"
"Che Guev";"Bertrand Russell  1"
"Nikolas Kom";"Jürgen Haberm"
"Noam Chomsky";"Bertrand Russell  1"
"Norbert Bolz";"Marshall McLuhan"
"Norbert Wien";"Bertrand Russell  1"
"Norman Faircl";"Michael Halliday"
"Olavo de Carval";"Wolfgang Sm"
"Olavo de Carval";"Xavier Z"
"Dick Higgin";"Marshall McLuhan"
"Gareth Evans (philosopher)";"Michael Dumm"
"Moncure D. Conway";"Thomas Pain"
"Axel Honn";"Jürgen Haberm"
"B. F. Skinn";"Bertrand Russell  1"
"B. W. Pow";"Marshall McLuhan"
"Ba T";"Maung Maung Gy"
"Barbara K";"Marvin Israel"
"Baruch Spinoz";"Parmen"
"Daniele A";"Christopher Freeman"
"Wijdan Al";"Muhanna Al-D"
"Carl Sagan";"Bertrand Russell  1"
"Carl Schm";"Max Stirn"
"Carlo Pen";"Michael Dumm"
"Carol J. Adam";"Mary Daly"
"Christiane Bonnell";"Yvette C"
"Christopher Hitchen";"Bertrand Russell  1"
"Christopher Hitchen";"Thomas Pain"
"Christopher Peacock";"Michael Dumm"
"Christopher Phill";"Justus Buchl"
"C";"Pan"
"Clarence Edwin Ay";"Thorstein Veblen"
"Claude Lévi-S";"Marcel M"
"Colin McGinn";"Bertrand Russell  1"
"Gautam Bisw";"Jyotiprasad M"
"George Elder Dav";"Thomas R"
"George H. Hitchin";"Yellapragada Subbarow"
"Georges Bataill";"Marcel M"
"Giordano Brun";"Ramon Llull  Ramon Llull  1"
"Giorgio Agamben";"Martin H"
"Giovanni D";"Christopher Freeman"
"Jean-Luc Marion";"Martin H"
"Jean-Luc Nancy";"Martin H"
"Jean-Paul S";"Martin H"
"Jean Baudrill";"Marshall McLuhan"
"Jean Buridan";"Thomas Bradwardine  Thomas Bradwardine  1"
"Jean Charl";"Thomas Furlong (artist)"
"Jean Dalby Clif";"Marie-Louise von Franz"
"Jeanne Block";"Maud A. Merrill"
"Jerzy Ban";"Xawery Dunikowsk"
"Johann Georg Hamann";"Martin Knutzen"
"Johann Gottfried H";"Thomas Blackwell (scholar)"
"Johann Gottlieb F";"Ernst Platn"
"John B";"Martin B"
"John C";"Mark Tobey"
"John C";"Marshall McLuhan"
"John D. Graham";"Thomas Furlong (artist)"
"John Hawthorn";"Timothy Williamson"
"John Henry Mackay";"Max Stirn"
"John Kenneth Gal";"Thorstein Veblen"
"John Lock";"Thomas Sydenham"
"John Maynard Keyn";"Bertrand Russell  1"
"John Maynard Keyn";"Thomas Robert Mal"
"Hans Jon";"Martin H"
"Strato of Lam";"T"
"Benito Mussolin";"Max Stirn"
"Benjamin Tuck";"Max Stirn"
"Bernard Stiegl";"Martin H"
"Bernard William";"Bertrand Russell  1"
"Bernd Luck";"Jürgen Wol"
"Bertrand Russell";"Thomas Pain"
"Bill Mitchell (economist)";"Wynne Godley"
"Karl J";"Martin H"
"Karl Marx";"Max Stirn"
"Karl Marx";"Thomas Hodgskin"
"Karl Marx";"Thomas Pain"
"Karl P";"Bertrand Russell  1"
"Karl P";"Wolfgang Köhl"
"Karl Rahn";"Martin H"
"Katherine Dunham";"Melville J. Herskov"
"Katsuya Kondō";"Yoshifumi Kondō"
"Keith Donnellan";"Max Black"
"Kenichi Yoshida (animator)";"Yoshifumi Kondō"
"Leo Beranek";"Ning Xian"
"Leo S";"Martin H"
"Leo Tolstoy";"Petr Chelčický"
"Leon Wyczółkowsk";"Wojciech Gerson"
"Lewis Mumf";"Thorstein Veblen"
"Lionel Groulx";"Henri Bourassa  Western philosophy  1"
"Terence McKenn";"Marshall McLuhan"
"Émile Arman";"Max Stirn"
"Étienne Gilson";"Thomas Cajetan"
"Jonathan Nitzan";"Thorstein Veblen"
"Hemamala Karun";"Christopher Chan"
"Michael Levin";"Martin B"
"Michael W";"Philip K"
"Michel Foucaul";"Martin H"
"Michelangel";"Melozzo da Forlì"
"Miguel de Unamun";"Domingo Faustino Sarmiento  Generation of '37, The Federalist, Mill, Mann, Che  1"
"Rudolf Carn";"Bertrand Russell  1"
"Rudolf Stein";"Max Stirn"
"Rudolf Stein";"Hildegard of Bingen  Hildegard of Bingen  1"
"Ruqaiya Hasan";"Michael Halliday"
"Ruth Ben";"Melville J. Herskov"
"Samuel Beck";"Maurice Blan"
"Charles-Eusèbe Dionn";"William Couper (naturalist)"
"Kent Jon";"Manny F"
"Keith L";"Thomas R"
"Melissus of Sam";"Parmen"
"Michael Herman (mathematician)";"Jürgen M"
"Slavoj Žižek";"Theodor W. Adorn"
"Donato Braman";"Melozzo da Forlì"
"Dorothy Dehn";"Thomas Furlong (artist)"
"Douglas Couplan";"Marshall McLuhan"
"Douglas Hof";"Mark Azbel"
"Douglas Rushkoff";"Marshall McLuhan"
"Dugald Stew";"Thomas R"
"Eckhart Toll";"Meister Eck"
"Edith Pen";"Thorstein Veblen"
"Edith Stein";"Max Schel"
"Edmond Malinv";"Maurice All"
"Eduard Zehn";"Jürgen M"
"Francis Neilson";"Max Hirsch (economist)"
"Francis de Sal";"Teresa of Ávila  Teresa of Ávila  1"
"Frank P";"Maurice Ewin"
"Frank Wilczek";"Bertrand Russell  1"
"Franz Rosenzw";"Martin B"
"Frederic Remington";"Winslow Hom"
"Fredric Jameson";"Theodor W. Adorn"
"Friedrich Engel";"Max Stirn"
"Friedrich Nietz";"Thomas Pain"
"Friedrich Nietz";"Parmen"
"Fritz Perl";"Martin B"
"G. E. M";"Thomas R"
"G. H. Hardy";"Bertrand Russell  1"
"Gabriel Marcel";"Martin B"
"Gabriel Marcel";"Martin H"
"Gustav Lan";"Max Stirn"
"Gustav Lan";"Meister Eck"
"Gérard D";"Maurice All"
"H. G. Well";"Thomas Henry Huxley"
"H. H. P";"H. A. P"
"H. L. Mencken";"Max Stirn"
"Hamid Ashraf";"Masoud Ahmadz"
"Hannah Aren";"Martin H"
"Hans-Georg Gadam";"Martin H"
"Hans-Hermann H";"Jürgen Haberm"
"Hans Urs von Bal";"Martin B"
"Harold Inn";"Thorstein Veblen"
"Howard Pyl";"Winslow Hom"
"Hubert Dreyf";"Martin H"
"Hubert Harrison";"Thomas Henry Huxley"
"Huldrych Zwingl";"Meister Eck"
"Ian Donal";"Tom Brown (engineer)"
"Ian Hornak";"Martin Johnson H"
"Ian Rumf";"Michael Dumm"
"Ignacio Ellacurí";"Xavier Z"
"Immanuel Kan";"Martin Knutzen"
"Imre Lak";"Thomas Kuhn"
"Isaac Asimov";"Bertrand Russell  1"
"Isabel Schnabel";"Martin Hellw"
"Isaiah Berlin";"Bertrand Russell  1"
"J. Hoberman";"Manny F"
"J. L. Austin";"Bertrand Russell  1"
"J. L. Austin";"H. A. P"
"Jacek Malczewsk";"Maria Bal"
"Jack Oliver (scientist)";"Maurice Ewin"
"Jackson Pollock";"Mark Tobey"
"Jackson Pollock";"Thomas Furlong (artist)"
"Jacob Bronowsk";"Bertrand Russell  1"
"Jacques D";"Martin H"
"Jacques Languiran";"Marshall McLuhan"
"Jakaya Kikw";"Justinian Rweyemam"
"James Beattie (poet)";"Thomas R"
"James Joy";"Bertrand Russell  1"
"James W";"Thomas Newcomen"
"Jan Patočk";"Martin H"
"Janice Raymon";"Mary Daly"
"Jawaharlal N";"Bertrand Russell  1"
"Samuel Johnson";"Thomas Brown"
"Samuel Taylor Col";"Thomas Brown"
"Saul Kripk";"Bertrand Russell  1"
"Sergei Winogradsky";"Martinus Beijerinck"
"Jennifer Stow";"Marilyn Farq"
"Posidon";"Pan"
"Alvin Plantin";"Thomas R"
"Amartya Sen";"Martha Nussbaum"
"Anax";"Parmen"
"Andrei Sakharov";"Bertrand Russell  1"
"Andrew Y";"Zheng Zhemin"
"Ann Nocen";"Marshall McLuhan"
"Anne Ridley";"Tim Hun"
"Apul";"Sextus of Chaeron"
"Arthur Boy";"Yosl Bergn"
"Arthur Schopen";"Thomas R"
"Ashraf Dehghan";"Masoud Ahmadz"
"Augusto Roa B";"Rafael B"
"Otto G";"Max Stirn"
"C.M.I.M. Matthiessen";"Michael Halliday"
"Ralph McInerny";"Thomas Cajetan"
"Raoul Vaneigem";"Max Stirn"
"Raphael";"Melozzo da Forlì"
"Ray B";"Thomas Metzin"
"Ray Kurzweil";"Bertrand Russell  1"
"Raymond G";"Theodor W. Adorn"
"Renzo Nov";"Max Stirn"
"René D";"Teresa of Ávila  Teresa of Ávila  1"
"Ricardo R";"Mark Watson (economist)"
"Richard Dawkin";"Bertrand Russell  1"
"Richard Roll";"Merton Mill"
"Richard Rorty";"Martin H"
"Louise Antony";"Martha Nussbaum"
"A. C. Graylin";"Bertrand Russell  1"
"A. J. Ay";"Bertrand Russell  1"
"Abbie Hoffman";"Marshall McLuhan"
"Abdülhak Hâmid Tarhan";"Hasan Tahsin"
"Abraham Lincoln";"Thomas Pain"
"Ad Rein";"Francis C"
"Adam Ferguson";"William Cleghorn"
"Adnan Hy";"Timothy D. Bak"
"Adolf Bran";"Max Stirn"
"Adolfo Hohenstein";"Marcello Dudov"
"Txill";"Bertrand Russell  1"
"Duncan S";"Manny F"
"Bruce C. Heezen";"Maurice Ewin"
"Bryan Caplan";"Michael Huem"
"Buckminster Full";"Bertrand Russell  1"
"C. Kenneth W";"Philip K"
"C. Wright Mill";"Thorstein Veblen"
"Aenesidem";"Timon of Phl"
"Cosimo de' M";"Gemistus Pl"
"Crispin W";"Michael Dumm"
"Allan G";"Michael Bratman"
"Allen Tuck";"Thomas Furlong (artist)"
"Kurt Grellin";"Bertrand Russell  1"
"Kurt Gödel";"Bertrand Russell  1"
"Kurt Schw";"Johann Dieter Wassmann"
"Kurt Vonn";"Bertrand Russell  1"
"Kyle Stanf";"Philip K"
"Laurens van der P";"Winifred Rushf"
"Daniel Denn";"Bertrand Russell  1"
"Dante Al";"Mechthild of M"
"David Bierk";"Martin Johnson H"
"David Bl";"Mary Dougl"
"David Frankel";"Ron Vanderwal"
"David G. H";"Martha Nussbaum"
"David Hartley (philosopher)";"Thomas R"
"David Smith (sculptor)";"Thomas Furlong (artist)"
"David Waltz";"Marvin Minsky"
"Paul C. Yan";"Jürgen M"
"Paul Feyeraben";"Thomas Kuhn"
"Paul Kurtz";"Bertrand Russell  1"
"Paul Levinson";"Marshall McLuhan"
"Paul Ricœ";"Maurice Halbw"
"Paul S";"Manny F"
"Pauli Murray";"Mary Daly"
"Pervez Hoodbhoy";"Bertrand Russell  1"
"Peter Bofin";"Wolfgang Stützel"
"Peter Brown (historian)";"Mary Dougl"
"Peter Sarnak";"Jürgen M"
"Peter Sloterdijk";"Martin H"
"Robert Anton Wilson";"Max Stirn"
"Robert G. Ingersoll";"Thomas Pain"
"Robert H";"Theodor H"
"Robert Hen";"Winslow Hom"
"Robert S. Corrington";"Justus Buchl"
"Rockwell Ken";"Thomas Furlong (artist)"
"Roderick Chisholm";"Thomas R"
"Sextus Em";"Timon of Phl"
"Seyla Ben";"Jürgen Haberm"
"Seymour Benz";"Yadin D"
"Sidney Hook";"Bertrand Russell  1"
"Sigmund F";"Max Stirn"
"Sigmund F";"Theodor Meyn"
"Sigmund F";"Thomas Pain"
"Silvio Gesell";"Theodor Hertzk"
"Sven Giegol";"Jörg Huffschm"
"Sverre Petterssen";"Tor Bergeron"
"Tanakadate Aik";"Thomas Corwin Mendenhall"
"Tariq Al";"Bertrand Russell  1"
"Ted Nelson";"Gordon Pask"
"Victor Cousin";"Thomas R"
"Victorino Tej";"Justus Buchl"
"Viktor Frankl";"Max Schel"
"Vincenzo Di Nicol";"Mara Selvini Palazzol"
"W. D. R";"H. A. P"
"W. G. Sebal";"Thomas Brown"
"Walter Benjamin";"Max Horkheim"
"Walter Kaufmann (philosopher)";"Martin B"
"Robert A. Brady (economist)";"Thorstein Veblen"
"Sun-Yung Alice Chan";"Jürgen M"
"Eugène A";"Johann Dieter Wassmann"
"Ewan Birney";"Toby Gibson"
"Fernando Codá Marq";"Manfredo do Carm"
"Nancy F";"Jürgen Haberm"
"Nancy F";"Martha Albertson Fineman"
"Nathan Salmon";"Bertrand Russell  1"
"Neil Postman";"Marshall McLuhan"
"Nicholas Negropon";"Gordon Pask"
"Nicholas of C";"Meister Eck"
"Nicholas of C";"Gemistus Pl"
"Nicolai Hartmann";"Max Schel"
"Pierre Victurnien Vergn";"Thomas Pain"
"Pl";"Parmen"
"Plotin";"Plutarch of Athen"
"Stanley William Hay";"Józef H"
"Stephen Hawkin";"Bertrand Russell  1"
"Steve Keen";"Wynne Godley"
"Steve Rayn";"Mary Dougl"
"Steven Pink";"Thomas Schellin"
"Wesley Clair Mitchell";"Thorstein Veblen"
"Wilhelm R";"Max Stirn"
"Wilhelmina Weber Furlon";"Thomas Furlong (artist)"
"Willem de Koonin";"Thomas Furlong (artist)"
"William Alston";"Thomas R"
"William Bliss Bak";"Mauritz de H"
"William Godwin";"Thomas Pain"
"William Henry Flow";"Thomas Henry Huxley"
"William Jam";"Thomas R"
"William L. Row";"Thomas R"
"William MacAskill";"Toby O"
"William Osl";"Thomas Brown"
"Wim C";"Sjeng K"
"Win Pe Myin";"Thein Han"
"Dolf R";"Józef H"
"Frank Dekk";"Kees Bol"
"Edward S";"Bertrand Russell  1"
"Jan Marten";"Kees Bol"
"Kitarō Kōsak";"Yoshifumi Kondō"
"Nomy Arpaly";"Michael Bratman"
"Margot Fassl";"Hildegard of Bingen  Hildegard of Bingen  1"
"Elisabeth of Schön";"Hildegard of Bingen  Hildegard of Bingen  1"
"Elizabeth S. Anderson";"Martha Nussbaum"
"Elsie Clews Parson";"Melville J. Herskov"
"Emanuele Severin";"Parmen"
"Emil Brunn";"Martin B"
"Emma Goldman";"Max Stirn"
"Emmanuel Levin";"Martin H"
"Emmanuel Saez";"Tony Atkinson"
"Empedocl";"Parmen"
"Enrique Dussel";"Xavier Z"
"Erasm";"Meister Eck"
"Erich Fromm";"Max Horkheim"
"Erich Mühsam";"Max Stirn"
"Ernest Beck";"Thomas Szasz"
"Ernest Lapoin";"Henri Bourassa  Western philosophy  1"
"Ernst Jün";"Max Stirn"
